 Id,            Etablissement organisateur,            Poste,            Nombre postes,            Dèlai dépôt,            Date publication,            Candidats convoqués,            Résultats,            Pour plus d'informations,            Fichiers attachés
poste_e1id2425,Agence pour l'aménagement du site de la lagune de Marchica,Directeur du Pôle Aménagement et Environnement,1,1000-10-10,2015-10-06,http://emploi-public-files.ma/fichiers/upload/ListeDPAE.pdf|,http://emploi-public-files.ma/fichiers/upload/ListefinalePAEAC2015.pdf|,Nom : عدنان بختيTéléphone : 0662501766,http://emploi-public-files.ma/fichiers/upload/Dcision01ACAASLM20152.pdf
poste_e1id2424,Agence pour l'aménagement du site de la lagune de Marchica,Directeur du Pôle Finances et Ressources,1,1000-10-10,2015-10-06,http://emploi-public-files.ma/fichiers/upload/ListeDPRF.pdf|,http://emploi-public-files.ma/fichiers/upload/ListefinalePRFAC2015.pdf|,Nom : عدنان بختيTéléphone : 0662501766,http://emploi-public-files.ma/fichiers/upload/Dcision01ACAASLM20151.pdf
poste_e1id2423,Agence pour l'aménagement du site de la lagune de Marchica,Directeur du Pôle Urbanisme et Foncier,1,1000-10-10,2015-10-06,http://emploi-public-files.ma/fichiers/upload/ListeDPUF.pdf|,http://emploi-public-files.ma/fichiers/upload/ListefinalePUFAC2015.pdf|,Nom : عدنان بختيTéléphone : 0662501766,http://emploi-public-files.ma/fichiers/upload/Dcision01ACAASLM2015.pdf
poste_e1id2422,Caisse Nationale de Sécurité Sociale,Directeur du Pôle Réseau,1,1000-10-10,2015-10-06,-,-,Téléphone : 0522547140,http://emploi-public-files.ma/fichiers/upload/AACPOLERESEAU.pdf
poste_e1id2421,Agence urbaine d'Errachidia,Chef de la division de la gestion urbaine,1,1000-10-10,2015-10-06,http://emploi-public-files.ma/fichiers/upload/Liste56.pdf|,http://emploi-public-files.ma/fichiers/upload/CD.pdf|,Nom : M. Elkhiari KhalidTéléphone : 0535574612,http://emploi-public-files.ma/fichiers/upload/GestionUrbaine.pdf
poste_e1id2417,Caisse de Dépôt et de Gestion,Responsable Etudes Stratégiques,1,1000-10-10,2015-10-05,-,-,Téléphone : 0537669000,http://emploi-public-files.ma/fichiers/upload/Ref_OFERES021015.pdf
poste_e1id2415,L.P.E.E.,INGENIEURS EN GENIE CIVIL,2,1000-10-10,2015-10-05,-,-,Nom : Direction des Ressources HumainesTéléphone : 0,http://emploi-public-files.ma/fichiers/upload/ANNONCE02OCTOBRE2015.pdf
poste_e1id2414,"Société Nationale de Commercialisation des Semences ""SONACOS""",Chefs de Département,4,1000-10-10,2015-10-02,http://emploi-public-files.ma/fichiers/upload/ListedecandidatspreselectionnesauxPostedeChefsdeDpartement31.pdf|,http://emploi-public-files.ma/fichiers/upload/AvisresultatderecrutementDACG.pdf|,Téléphone : 05377668737,http://emploi-public-files.ma/fichiers/upload/offrechefsdeDepartementsonacos.pdf
poste_e1id2413,Office National Des Aéroports,Chef de la Division Ressources et Activités Concédées à l'Aéroport de Fès        ,1,1000-10-10,2015-10-02,-,http://emploi-public-files.ma/fichiers/upload/RsultatRACFES.pdf|,Nom : Mr Abdelhak ZIATITéléphone : 0522539040,http://emploi-public-files.ma/fichiers/upload/DcisionArDivisionFES2.pdf
poste_e1id2412,Office National Des Aéroports,Chef du Service Technique Navigation à l'Aéroport de Dakhla,1,1000-10-10,2015-10-02,-,-,Nom : Mr Abdelhak ZIATITéléphone : 0522539040,http://emploi-public-files.ma/fichiers/upload/DcisionArServiceDakhla.pdf
poste_e1id2411,CasablancaEvents et animation,"Directeur Support, cadre évenementiel",2,1000-10-10,2015-10-02,http://emploi-public-files.ma/fichiers/upload/Listedescandidats_Annonce2102015.pdf|,http://emploi-public-files.ma/fichiers/upload/PVrecrutement_Annoncedu21020161.pdf|,Nom : Licorne groupTéléphone : 0522991911,http://emploi-public-files.ma/fichiers/upload/AnnonceCasaEventsV07du021015.pdf
poste_e1id2410,Caisse de Dépôt et de Gestion,Directeur Achats et Logistique,1,1000-10-10,2015-10-02,-,http://emploi-public-files.ma/fichiers/upload/RsultatDirecteurAchatsetLogistique.pdf|,Téléphone : 0537669000,http://emploi-public-files.ma/fichiers/upload/Ref_OFEDAL021015.pdf
poste_e1id2409,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Tadla,CHEF DE SERVICE,1,1000-10-10,2015-10-02,-,-,Téléphone : 0523483207,http://emploi-public-files.ma/fichiers/upload/APPELACANDIDATUREOCTOBRE20151.pdf
poste_e1id2408,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Tadla,CHEF DE SERVICE,1,1000-10-10,2015-10-02,-,-,Téléphone : 0523483207,http://emploi-public-files.ma/fichiers/upload/APPELACANDIDATUREOCTOBRE20151.pdf
poste_e1id2407,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Tadla,CHEF DE DIVISION,1,1000-10-10,2015-10-02,-,-,Téléphone : 0523483207,http://emploi-public-files.ma/fichiers/upload/APPELACANDIDATUREOCTOBRE2015.pdf
poste_e1id2406,Institut Marocain de Normalisation,Chef de Service Finances et Comptabilité ,1,1000-10-10,2015-10-01,http://emploi-public-files.ma/fichiers/upload/listedescandidatsadmispourpasserlentretien00013.pdf|,http://emploi-public-files.ma/fichiers/upload/resultatfinal0001.pdf|,Téléphone : 0537571948,http://emploi-public-files.ma/fichiers/upload/DcisionAppelCandidatureSFCetSFN1.pdf
poste_e1id2405,Institut Marocain de Normalisation,Chef de Service Formation sur les normes ,1,1000-10-10,2015-10-01,http://emploi-public-files.ma/fichiers/upload/listedescandidatsadmispourpasserlentretien00015.pdf|,http://emploi-public-files.ma/fichiers/upload/resultatfinal00011.pdf|,Téléphone : 0537571948,http://emploi-public-files.ma/fichiers/upload/DcisionAppelCandidatureSFCetSFN.pdf
poste_e1id2404,Agence Marocaine pour le Développement des Investissements,Chef de bureau de représentation à Paris,1,1000-10-10,2015-10-01,-,http://emploi-public-files.ma/fichiers/upload/09112015153715.pdf|,Téléphone : 0522944560,http://emploi-public-files.ma/fichiers/upload/Avisderecrutementarabe.pdf
poste_e1id2400,MEDZ,Analyste financier,1,1000-10-10,2015-10-01,-,-,Téléphone : 0537576100,http://emploi-public-files.ma/fichiers/upload/CandidaturesAnalystefinancierMEDZRabatEP.pdf
poste_e1id2399,Centre Marocain de Promotions des Exportations,Chef du Département Stratégie et Etudes,1,1000-10-10,2015-10-01,-,http://emploi-public-files.ma/fichiers/upload/ChefduDpartementStratgieEtudes.pdf|,Téléphone : 0522302210,http://emploi-public-files.ma/fichiers/upload/AppelcandidatureCDStratgieettudes.pdf
poste_e1id2398,Centre Marocain de Promotions des Exportations,Chef du Département Suivi et mise en oeuvre de la stratégie Maroc Export,1,1000-10-10,2015-10-01,-,http://emploi-public-files.ma/fichiers/upload/ChefduDpartementSuivietMiseenOeuvredelaStratgieMarocExportPlus.pdf|,Téléphone : 05 22 30 22 10,http://emploi-public-files.ma/fichiers/upload/AppelcandidatureCDSuivietMiseenoeuvre.pdf
poste_e1id2396,FINEA,Responsable Ressources Humaines et Logistique,1,1000-10-10,2015-09-30,-,-,Téléphone : 0522264483,http://emploi-public-files.ma/fichiers/upload/ACI_ResponsableDpartementRHL_.pdf
poste_e1id2395,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de la Province de Larache,chef de la division Commerciale et Clientèle,1,1000-10-10,2015-09-30,-,-,Téléphone : 0539520925,http://emploi-public-files.ma/fichiers/upload/Candidatureinternechefdeladivisioncommercialeetclientele1.pdf
poste_e1id2390,Agence Urbaine d'Essaouira,UN CADRE SUPERIEUR JURISTE,1,1000-10-10,2015-09-28,-,-,Téléphone : 0661226613,http://emploi-public-files.ma/fichiers/upload/aviscadresuppdf.pdf
poste_e1id2389,Agence Urbaine d'Essaouira,UN CADRE SUPERIEUR JURISTE,1,1000-10-10,2015-09-28,-,-,Téléphone : 0661226613,http://emploi-public-files.ma/fichiers/upload/aviscadresuppdf.pdf
poste_e1id2386,Caisse Nationale de Sécurité Sociale,"Attaché de Direction, activité médicale - rang chef de division",1,1000-10-10,2015-09-23,-,-,Téléphone : 0522547140,http://emploi-public-files.ma/fichiers/upload/AACATTACHEDEDIRPUM.pdf
poste_e1id2385,"Agence Nationale de la Conservation Foncière, du Cadastre et de la Cartographie",Chef de Service de la Conservation Foncière,3,1000-10-10,2015-09-23,http://emploi-public-files.ma/fichiers/upload/Val_SCF3.pdf|,http://emploi-public-files.ma/fichiers/upload/def_SCF3.pdf|,Nom : لطيفة أنظامTéléphone : 0660102502,http://emploi-public-files.ma/fichiers/upload/appelcandidature13.pdf
poste_e1id2382,Office National des chemins de fer ,Chef de Centre Production,1,1000-10-10,2015-09-22,http://emploi-public-files.ma/fichiers/upload/AppelcandidaturePVChefdeCentreProductionListedescandidatsconvoqus.pdf|,http://emploi-public-files.ma/fichiers/upload/NominationsauxdeuxpostesdeChefdeCentreProduction.pdf|,Nom :  بشاوي محمدTéléphone :  05 37 77 47 47,http://emploi-public-files.ma/fichiers/upload/AppelcandidaturePVChefdeCentreProduction.pdf
poste_e1id2381,Office National des chemins de fer ,Chef de Département,4,1000-10-10,2015-09-22,http://emploi-public-files.ma/fichiers/upload/AppelcandidaturePV4postesdeChefdeDpartementListedescandidatsconvoqus.pdf|,http://emploi-public-files.ma/fichiers/upload/Nominationsaux4postesdeChefdeDpartement.pdf|,Nom :  بشاوي محمدTéléphone :  05 37 77 47 47,http://emploi-public-files.ma/fichiers/upload/AppelcandidaturePV4postesderangdpartement.pdf
poste_e1id2378,Office de la Formation Professionnelle et de la Promotion du Travail,Directeur du centre de développement de compétences Textile Habillement,1,1000-10-10,2015-09-22,http://emploi-public-files.ma/fichiers/upload/CDCTH1.pdf|,http://emploi-public-files.ma/fichiers/upload/RsultatCDCTH1.pdf|,Téléphone : 0522634444,http://emploi-public-files.ma/fichiers/upload/annoncetextilehabillement1.pdf
poste_e1id2377,Office de la Formation Professionnelle et de la Promotion du Travail,Directeur du centre de développment de compétences Tertiaire,1,1000-10-10,2015-09-22,http://emploi-public-files.ma/fichiers/upload/RESULTATCDCTERTIAIRE.pdf|,http://emploi-public-files.ma/fichiers/upload/RESULTATCDCTERTIAIRE1.pdf|,Téléphone : 0522634444,http://emploi-public-files.ma/fichiers/upload/annonceCDCTERTIAIRE3.pdf
poste_e1id2376,Office de la Formation Professionnelle et de la Promotion du Travail,chef de service des services aux entreprises,1,1000-10-10,2015-09-22,http://emploi-public-files.ma/fichiers/upload/RESULTATPRESELECscecasasud.pdf|,http://emploi-public-files.ma/fichiers/upload/CSSEsesCASASUD.pdf|,Téléphone : 0522634444,http://emploi-public-files.ma/fichiers/upload/annonceCScartesVF2.pdf
poste_e1id2373,L.P.E.E.,3 postes,3,1000-10-10,2015-09-22,-,-,Nom : Direction des Ressources HumainesTéléphone : 0,http://emploi-public-files.ma/fichiers/upload/ANNONCE17SEPTEMBRE15.pdf
poste_e1id2372,Office National Des Aéroports,Chef du Service Infrastructures et Réseaux Divers  / Département ONDAi,1,1000-10-10,2015-09-21,-,http://emploi-public-files.ma/fichiers/upload/RsultatSIRD.pdf|,Nom : Abdelhak ZIATITéléphone : 0522539040,http://emploi-public-files.ma/fichiers/upload/DcisionServiceInfrastructureetRseauDivers.pdf
poste_e1id2371,Office National Des Aéroports,Chef du Service Electrothermie / Département ONDAi,1,1000-10-10,2015-09-21,-,http://emploi-public-files.ma/fichiers/upload/RsultatElecrothermie.pdf|,Nom : Abdelhak ZIATITéléphone : 0522539040,http://emploi-public-files.ma/fichiers/upload/DcisionServiceElectrothermie.pdf
poste_e1id2370,Office National Des Aéroports,Chef du Service Electromécanique / Département ONDAi,1,1000-10-10,2015-09-21,-,http://emploi-public-files.ma/fichiers/upload/RsultatSEM.pdf|,Nom : Abdelhak ZIATITéléphone : 0522539040,http://emploi-public-files.ma/fichiers/upload/DcisionServiceElectromcanique.pdf
poste_e1id2369,Office National Des Aéroports,Chef du Service Courant Faible / Département ONDAi ,1,1000-10-10,2015-09-21,-,http://emploi-public-files.ma/fichiers/upload/RsultatCourantFaible.pdf|,Nom : Abdelhak ZIATITéléphone : 0522539040,http://emploi-public-files.ma/fichiers/upload/DcisionServiceCourantFaible.pdf
poste_e1id2368,Office National Des Aéroports,Chef de la Division Génie Civil /Département ONDAi,1,1000-10-10,2015-09-21,-,http://emploi-public-files.ma/fichiers/upload/RsultatGnieCivil.pdf|,Nom : Abdelhak ZIATITéléphone : 0522539040,http://emploi-public-files.ma/fichiers/upload/DcisionDivisionGnieCivil.pdf
poste_e1id2367,Office National Des Aéroports,Chef de la Division Equipements / Département ONDAi,1,1000-10-10,2015-09-21,-,http://emploi-public-files.ma/fichiers/upload/RsultatDivisionEquipement.pdf|,Nom : Abdelhak ZIATITéléphone : 0522539040,http://emploi-public-files.ma/fichiers/upload/DcisionDivisionEquipement.pdf
poste_e1id2366,Office de la Formation Professionnelle et de la Promotion du Travail,chef de Division des Méthodes et des Modes de la formation,1,1000-10-10,2015-09-21,http://emploi-public-files.ma/fichiers/upload/divisionmodesetmthodespreselec.pdf|,-,Téléphone : 0522634444,http://emploi-public-files.ma/fichiers/upload/annoncedivmodesetmthodesdelaformation1.pdf
poste_e1id2365,Fondation Hassan II pour la promotion des œuvres sociales au profit du personnel du secteur publique de la santé,chef de division,6,1000-10-10,2015-09-20,http://emploi-public-files.ma/fichiers/upload/Annoncepreuveorale.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier2549.pdf|,Nom : خالد Téléphone : 0537770552,http://emploi-public-files.ma/fichiers/upload/Appellacandidature.pdf
poste_e1id2364,Maghreb Arabe Presse,Poste de chef du service nouvelles Technologies,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction.pdf|,http://emploi-public-files.ma/fichiers/upload/2rsultatnominationchefservirdaction.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels30.pdf
poste_e1id2363,Maghreb Arabe Presse,Poste de chef du service Activités Royales et Princières,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction1.pdf|,http://emploi-public-files.ma/fichiers/upload/2rsultatnominationchefservirdaction1.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels29.pdf
poste_e1id2362,Maghreb Arabe Presse,Poste de chef du service Rédaction MAP Audio,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction2.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels28.pdf
poste_e1id2361,Maghreb Arabe Presse,Poste de chef du service Rédaction MAP TV,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction3.pdf|,http://emploi-public-files.ma/fichiers/upload/2rsultatnominationchefservirdaction2.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels27.pdf
poste_e1id2360,Maghreb Arabe Presse,Poste de chef du service Photo,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction4.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice1.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels26.pdf
poste_e1id2359,Maghreb Arabe Presse,Poste de chef du service Sport,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction5.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice2.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels25.pdf
poste_e1id2358,Maghreb Arabe Presse,Poste de chef du service Espagnol,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction6.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice3.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels24.pdf
poste_e1id2357,Maghreb Arabe Presse,Poste de chef du service Publications,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction7.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice7.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels23.pdf
poste_e1id2356,Office de la Formation Professionnelle et de la Promotion du Travail,Directeur Hotellerie -tourisme ,6,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/preselecdirecteurEFPTHR.pdf|,-,Téléphone : 0522634444,http://emploi-public-files.ma/fichiers/upload/annoncedirefp3.pdf
poste_e1id2355,Maghreb Arabe Presse,Poste de chef du service Anglais,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction8.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice4.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels22.pdf
poste_e1id2354,Maghreb Arabe Presse,Poste de chef du service Anglais,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction10.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice5.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels21.pdf
poste_e1id2353,Office de la Formation Professionnelle et de la Promotion du Travail,Directeur d'établissement-Directeur de complexe,7,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/preselectionDirecteurEFPCPLX.pdf|,http://emploi-public-files.ma/fichiers/upload/EFPCPLX.pdf|,Téléphone : 0522634444,http://emploi-public-files.ma/fichiers/upload/DirecteurdecomplexeEFP42.pdf
poste_e1id2352,Maghreb Arabe Presse,Poste de chef du service Rédaction Map Amazighe,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction9.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice6.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels20.pdf
poste_e1id2351,Maghreb Arabe Presse,Poste de chef du service Presse et Medias,4,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction11.pdf|,http://emploi-public-files.ma/fichiers/upload/2rsultatnominationchefservirdaction4.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels19.pdf
poste_e1id2350,Maghreb Arabe Presse,Poste de chef du service Archives et Documentation,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction12.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice8.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels18.pdf
poste_e1id2349,Maghreb Arabe Presse,Poste de chef du service Portails,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction13.pdf|,http://emploi-public-files.ma/fichiers/upload/2rsultatnominationchefservirdaction5.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels17.pdf
poste_e1id2348,Maghreb Arabe Presse,Poste de chef du service Economi et Finances,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction14.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice9.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels16.pdf
poste_e1id2347,Maghreb Arabe Presse,"Poste de chef du service Tourisme, Voyages et Loisirs",1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction15.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice10.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels15.pdf
poste_e1id2346,Office de la Formation Professionnelle et de la Promotion du Travail,DIRECTEUR Patrimoine,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/RESULTATPRESELECDIRECTEURPATRIMOINE.pdf|,http://emploi-public-files.ma/fichiers/upload/resltpatrimoine.pdf|,Téléphone : 0522634444,http://emploi-public-files.ma/fichiers/upload/DCPATRIMOINE3.pdf
poste_e1id2345,Maghreb Arabe Presse,Poste de chef du service Monde Arabe,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction16.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice11.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels14.pdf
poste_e1id2344,Office de la Formation Professionnelle et de la Promotion du Travail,directeur de l'ISMALA,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/RsultatDirISMALA1.pdf|,http://emploi-public-files.ma/fichiers/upload/RsultatDirISMALA11.pdf|,Téléphone : 0522634444,http://emploi-public-files.ma/fichiers/upload/ANNONNCEDIRECTEURISMALA2.pdf
poste_e1id2343,Maghreb Arabe Presse,Poste de chef du service Maghreb,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction17.pdf|,http://emploi-public-files.ma/fichiers/upload/2rsultatnominationchefservirdaction6.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels13.pdf
poste_e1id2342,Maghreb Arabe Presse,Poste de chef du service Afrique,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction18.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice12.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels12.pdf
poste_e1id2341,Maghreb Arabe Presse,Poste de chef du service Coordination du Réseau International,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction19.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice13.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels11.pdf
poste_e1id2340,Maghreb Arabe Presse,Poste de chef du service Coordination du Réseau Régional,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction21.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice14.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels10.pdf
poste_e1id2339,Maghreb Arabe Presse,Poste de chef du service Santé et Bien-Etre ,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction22.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice15.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels9.pdf
poste_e1id2338,Maghreb Arabe Presse,Poste de chef du service Justice et Faits de Société ,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction23.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice16.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels8.pdf
poste_e1id2337,Maghreb Arabe Presse,Poste de chef du service Culture,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction24.pdf|,http://emploi-public-files.ma/fichiers/upload/2rsultatnominationchefservirdaction7.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels7.pdf
poste_e1id2336,Maghreb Arabe Presse,Poste de chef du service Environnement et développement Durable,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction25.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice21.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels6.pdf
poste_e1id2335,Maghreb Arabe Presse,Poste de chef du service Activités Parlementaires,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction26.pdf|,http://emploi-public-files.ma/fichiers/upload/2rsultatnominationchefservirdaction9.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels5.pdf
poste_e1id2334,Maghreb Arabe Presse,"Poste de chef du service Activités Syndicales, Partis Politiques et Société Civile",1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction27.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice17.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels4.pdf
poste_e1id2333,Maghreb Arabe Presse,Poste de chef du service Activités Gouvernementales,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction28.pdf|,http://emploi-public-files.ma/fichiers/upload/2rsultatnominationchefservirdaction10.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels3.pdf
poste_e1id2332,Maghreb Arabe Presse,Poste de Chef du Service Couvertures Médiatiques et Programmation Editoriale,1,1000-10-10,2015-09-18,http://emploi-public-files.ma/fichiers/upload/listecandidatsretenuschefsdeservicesrdaction29.pdf|,http://emploi-public-files.ma/fichiers/upload/rsultatdelentretiendeslectionchefservice18.pdf|,Nom : service formationTéléphone : 0537279479,http://emploi-public-files.ma/fichiers/upload/appelcandidaturechefsdeservicesrdactionnnels2.pdf
