 Id,            Administration organisatrice,            Nombre postes de chef de division,            Nombre postes de chef de service,            Dèlai dépôt,            Date publication,            Candidats convoqués,            Résultats,            Pour plus d'informations,            Fichiers attachés
poste_e0id2230,"Ministère des habous et des affaires islamiques",2,0,1000-10-10,2015-07-27,"http://emploi-public-files.ma/fichiers/upload/numrisation0001139.pdf|","http://emploi-public-files.ma/fichiers/upload/numrisation0001150.pdf|","Nom : رئيس مصلحة التكوين والمباريات والامتحاناتTéléphone : 0537668666",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2357.pdf
poste_e0id2229,"Ministère des habous et des affaires islamiques",0,3,1000-10-10,2015-07-27,"http://emploi-public-files.ma/fichiers/upload/nomDuFichier2407.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier2428.pdf|","Nom : رئيس مصلحة التكوين والمباريات والامتحاناتTéléphone : 0537668666",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2356.pdf
poste_e0id2220,"Ministère du Tourisme, du Transport aérien, de l’Artisanat et de l’Economie sociale - Département du Tourisme",0,12,1000-10-10,2015-07-22,"http://emploi-public-files.ma/fichiers/upload/Liste55.pdf|","http://emploi-public-files.ma/fichiers/upload/Nominations2.pdf|","Téléphone : 0537 57 78 63",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2351.pdf
poste_e0id2215,"Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts - Département de l’Agriculture",0,3,1000-10-10,2015-07-21,-,-,"Téléphone : 0530103264",http://emploi-public-files.ma/fichiers/upload/ACDFJuillet2015.pdf
poste_e0id2214,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Aménagement du territoire national, de l’Urbanisme",2,0,1000-10-10,2015-07-21,"http://emploi-public-files.ma/fichiers/upload/LISTEDESCANDIDATSAOCDCCSI.pdf|","http://emploi-public-files.ma/fichiers/upload/RESFINAOCDCCSI1.pdf|","Nom : عبد اللطيف الشنايفيTéléphone : 0658940549",http://emploi-public-files.ma/fichiers/upload/AOCDCCSI.pdf
poste_e0id2213,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Aménagement du territoire national, de l’Urbanisme",1,0,1000-10-10,2015-07-21,"http://emploi-public-files.ma/fichiers/upload/LISTEDESCANDIDATSAOCDA.pdf|","http://emploi-public-files.ma/fichiers/upload/RESFINAOCDA.pdf|","Nom : عبد اللطيف الشنايفيTéléphone : 0658940549",http://emploi-public-files.ma/fichiers/upload/AOCDA.pdf
poste_e0id2212,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Aménagement du territoire national, de l’Urbanisme",4,0,1000-10-10,2015-07-21,"http://emploi-public-files.ma/fichiers/upload/LISTEDESCANDIDATSAOCDAT.pdf|","http://emploi-public-files.ma/fichiers/upload/RESFINAOCDAT.pdf|","Nom : عبد اللطيف الشنايفيTéléphone : 0658940549",http://emploi-public-files.ma/fichiers/upload/AOCDAT.pdf
poste_e0id2211,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Aménagement du territoire national, de l’Urbanisme",1,0,1000-10-10,2015-07-21,"http://emploi-public-files.ma/fichiers/upload/LISTEDESCANDIDATSAOCDU.pdf|","http://emploi-public-files.ma/fichiers/upload/RESFINAOCDU.pdf|","Nom : عبد اللطيف الشنايفيTéléphone : 0658940549",http://emploi-public-files.ma/fichiers/upload/AOCDU.pdf
poste_e0id2210,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Aménagement du territoire national, de l’Urbanisme",3,0,1000-10-10,2015-07-21,"http://emploi-public-files.ma/fichiers/upload/LISTEDESCANDIDATSAOCDAJ.pdf|","http://emploi-public-files.ma/fichiers/upload/RESFINAOCDAJ.pdf|","Nom : عبد اللطيف الشنايفيTéléphone : 0658940549",http://emploi-public-files.ma/fichiers/upload/AOCDAJ.pdf
poste_e0id2209,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Aménagement du territoire national, de l’Urbanisme",1,0,1000-10-10,2015-07-21,"http://emploi-public-files.ma/fichiers/upload/LISTEDESCANDIDATSAOCDRHMG.pdf|","http://emploi-public-files.ma/fichiers/upload/RESFINAOCDRHMG1.pdf|","Nom : عبد اللطيف الشنايفيTéléphone : 0658940549",http://emploi-public-files.ma/fichiers/upload/AOCDRHMG.pdf
poste_e0id2206,"Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts - Département de l’Agriculture",0,2,1000-10-10,2015-07-20,-,-,"Téléphone : 0530103264",http://emploi-public-files.ma/fichiers/upload/ACScesDDFP.pdf
poste_e0id2205,"Ministère de la santé",7,52,1000-10-10,2015-07-20,"http://emploi-public-files.ma/fichiers/upload/retenusSDSEP15.pdf|","http://emploi-public-files.ma/fichiers/upload/rsultatCentraleISPITS1.PDF|","Nom : عادل زنيبرTéléphone : 0667.039.179",http://emploi-public-files.ma/fichiers/upload/SERVICES072015.PDF
poste_e0id2204,"Ministère de la santé",9,1,1000-10-10,2015-07-20,"http://emploi-public-files.ma/fichiers/upload/retenus1.PDF|","http://emploi-public-files.ma/fichiers/upload/rsultatCentraleISPITS.PDF|","Nom : عادل زنيبرTéléphone : 0667.039.179",http://emploi-public-files.ma/fichiers/upload/ISPITS072015.PDF
poste_e0id2184,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de la Formation professionnelle",4,3,1000-10-10,2015-07-15,"http://emploi-public-files.ma/fichiers/upload/candidatureauxposteapp100151.pdf|","http://emploi-public-files.ma/fichiers/upload/resultapp10015.pdf|","Téléphone : 0653351043",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2338.pdf
poste_e0id2177,"Ministère de la Culture et de la Communication - Département de la Culture",0,3,1000-10-10,2015-07-15,-,"http://emploi-public-files.ma/fichiers/upload/Rsultats17.pdf|","Nom : منير الخطابTéléphone : 0537209463",http://emploi-public-files.ma/fichiers/upload/Arrt_Inspections_II.pdf
poste_e0id2176,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",1,5,1000-10-10,2015-07-14,"http://emploi-public-files.ma/fichiers/upload/2015110.pdf|","http://emploi-public-files.ma/fichiers/upload/ghi.pdf|","Téléphone : 0537273015",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2331.pdf
poste_e0id2172,"Ministère du Tourisme, du Transport aérien, de l’Artisanat et de l’Economie sociale - Département de l’Artisanat et de l’Economie sociale",0,3,1000-10-10,2015-07-13,-,-,"Téléphone : 0537276311",http://emploi-public-files.ma/fichiers/upload/201557.pdf
poste_e0id2155,"Haut commissariat au plan",1,0,1000-10-10,2015-07-10,"http://emploi-public-files.ma/fichiers/upload/nomDuFichier2758.pdf|",-,"Téléphone : 0537270161",http://emploi-public-files.ma/fichiers/upload/AppelacandidatureDRMarrakech1.pdf
poste_e0id2153,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau - Département de l'Eau",0,11,1000-10-10,2015-07-10,"http://emploi-public-files.ma/fichiers/upload/liste_serv_daaf.pdf|","http://emploi-public-files.ma/fichiers/upload/daaf_serv_res.pdf|","Téléphone : 0537778727",http://emploi-public-files.ma/fichiers/upload/daaf_service.pdf
poste_e0id2147,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de la Formation professionnelle",0,3,1000-10-10,2015-07-09,"http://emploi-public-files.ma/fichiers/upload/convoquesauxEEDR1.pdf|","http://emploi-public-files.ma/fichiers/upload/ResultaSEXTE.pdf|","Nom : محمد كورتيتTéléphone : 0679997031",http://emploi-public-files.ma/fichiers/upload/appcandidaturesex2015.pdf
poste_e0id2146,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau",4,0,1000-10-10,2015-07-09,"http://emploi-public-files.ma/fichiers/upload/Mob_cd_072015.pdf|","http://emploi-public-files.ma/fichiers/upload/RES_CD.pdf|","Nom : مديرية الموارد البشريةTéléphone : 0538005300",http://emploi-public-files.ma/fichiers/upload/arrete_3558.pdf
poste_e0id2145,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau",7,0,1000-10-10,2015-07-09,"http://emploi-public-files.ma/fichiers/upload/Mob_cd_0720151.pdf|","http://emploi-public-files.ma/fichiers/upload/RES_CD1.pdf|","Nom : مديرية الموارد البشريةTéléphone : 0538005300",http://emploi-public-files.ma/fichiers/upload/arrete_3557.pdf
poste_e0id2135,"Ministère de la justice",4,6,1000-10-10,2015-07-07,-,-,"Nom : DRHTéléphone : 0537751992",http://emploi-public-files.ma/fichiers/upload/arrete154.pdf
poste_e0id2134,"Ministère de la justice",4,0,1000-10-10,2015-07-07,-,-,"Nom : DRHTéléphone : 0537751992",http://emploi-public-files.ma/fichiers/upload/arrete153.pdf
poste_e0id2131,"Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts - Département de l’Agriculture",1,0,1000-10-10,2015-07-07,-,-,"Téléphone : 0530103264",http://emploi-public-files.ma/fichiers/upload/AC1Juil2015.pdf
poste_e0id2124,"Haut commissariat au plan",0,5,1000-10-10,2015-07-03,"http://emploi-public-files.ma/fichiers/upload/2961.pdf|","http://emploi-public-files.ma/fichiers/upload/2962.pdf|","Nom : ممدوح الجيلاليTéléphone : 0537270176",http://emploi-public-files.ma/fichiers/upload/296.pdf
poste_e0id2123,"Haut commissariat au plan",0,7,1000-10-10,2015-07-03,"http://emploi-public-files.ma/fichiers/upload/2951.pdf|","http://emploi-public-files.ma/fichiers/upload/2953.pdf|","Nom : ممدوح الجيلاليTéléphone : 0537270176",http://emploi-public-files.ma/fichiers/upload/295.pdf
poste_e0id2122,"Haut commissariat au plan",2,0,1000-10-10,2015-07-03,"http://emploi-public-files.ma/fichiers/upload/INSPECTION2.pdf|","http://emploi-public-files.ma/fichiers/upload/Simprimante15121115510.pdf|","Nom : ممدوح الجيلاليTéléphone : 0537270176",http://emploi-public-files.ma/fichiers/upload/294.pdf
poste_e0id2121,"Haut commissariat aux eaux et forêts et à la lutte contre la désertification",0,2,1000-10-10,2015-07-03,"http://emploi-public-files.ma/fichiers/upload/listedespostulants.pdf|","http://emploi-public-files.ma/fichiers/upload/SMCSPVERsultats.pdf|","Téléphone : 0537661258",http://emploi-public-files.ma/fichiers/upload/ArrtdouveA_CSComptabilitSPVENO01.pdf
poste_e0id2120,"Haut commissariat aux eaux et forêts et à la lutte contre la désertification",0,1,1000-10-10,2015-07-03,-,-,"Téléphone : 0537661258",http://emploi-public-files.ma/fichiers/upload/ArrtdouvertureA_CSAcentre.pdf
poste_e0id2104,"Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts - Département de l’Agriculture",0,4,1000-10-10,2015-06-29,-,-,"Téléphone : 0530103264",http://emploi-public-files.ma/fichiers/upload/AC2Juin2015.pdf
poste_e0id2045,"Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts - Département de l’Agriculture",3,4,1000-10-10,2015-06-25,-,-,"Téléphone : 0530103264",http://emploi-public-files.ma/fichiers/upload/ACJuin2015.pdf
poste_e0id2043,"Ministère de la justice",0,11,1000-10-10,2015-06-24,-,-,"Nom : drhTéléphone : 0537751992",http://emploi-public-files.ma/fichiers/upload/arrete0620151.pdf
poste_e0id2040,"Ministère de la justice",0,8,1000-10-10,2015-06-23,-,-,"Téléphone : 0537751992",http://emploi-public-files.ma/fichiers/upload/decision84.pdf
poste_e0id2035,"Ministère de la Famille, de la Solidarité, de l’Egalité et du Développement social",2,0,1000-10-10,2015-06-22,"http://emploi-public-files.ma/fichiers/upload/Liste_SReq24072015.pdf|","http://emploi-public-files.ma/fichiers/upload/Resultat_IG_31072015.pdf|","Nom : Abdallah MehimdateTéléphone : 0537684067",http://emploi-public-files.ma/fichiers/upload/Decision_IG_14072015.pdf
poste_e0id2028,"Ministère de la Culture et de la Communication - Département de la Culture",0,1,1000-10-10,2015-06-19,-,"http://emploi-public-files.ma/fichiers/upload/Rsultat_Nador.pdf|","Nom : منير الخطابTéléphone : 0537209463",http://emploi-public-files.ma/fichiers/upload/Arrt_Nador.pdf
poste_e0id2022,"Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts - Département de la Pêche maritime",1,0,1000-10-10,2015-06-16,"http://emploi-public-files.ma/fichiers/upload/ARRETEDIP_2_21.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier2348.pdf|","Téléphone : 0537688021",http://emploi-public-files.ma/fichiers/upload/ARRETEDIP_2_2.pdf
poste_e0id2007,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau - Département de l'Eau",1,0,1000-10-10,2015-06-10,"http://emploi-public-files.ma/fichiers/upload/tiddas_targa.pdf|","http://emploi-public-files.ma/fichiers/upload/res_amenag_targa.pdf|","Téléphone : 0537778727",http://emploi-public-files.ma/fichiers/upload/amenag_targa.pdf
poste_e0id2006,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau - Département de l'Eau",1,0,1000-10-10,2015-06-10,"http://emploi-public-files.ma/fichiers/upload/tiddas_targa1.pdf|","http://emploi-public-files.ma/fichiers/upload/res_amenag_tiddas.pdf|","Téléphone : 0537778727",http://emploi-public-files.ma/fichiers/upload/amenag_tiddas.pdf
poste_e0id1998,"Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts - Département de l’Agriculture",0,1,1000-10-10,2015-06-08,-,-,"Téléphone : 0530103264",http://emploi-public-files.ma/fichiers/upload/AC1Juin20015.pdf
poste_e0id1997,"Ministère du Tourisme, du Transport aérien, de l’Artisanat et de l’Economie sociale - Département du Tourisme",0,1,1000-10-10,2015-06-05,"http://emploi-public-files.ma/fichiers/upload/ListedesCandidats18.pdf|","http://emploi-public-files.ma/fichiers/upload/Nomination3.pdf|","Téléphone : 0537577863",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2242.pdf
poste_e0id1983,"Ministère des habous et des affaires islamiques",0,1,1000-10-10,2015-05-30,"http://emploi-public-files.ma/fichiers/upload/nomDuFichier2406.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier2441.pdf|","Nom : مصلحة التكوين والمباريات والامتحاناتTéléphone : 0537668666",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2229.pdf
poste_e0id1982,"Ministère des habous et des affaires islamiques",0,24,1000-10-10,2015-05-30,-,-,"Nom : رئيس مصلحة التكوين والمباريات والامتحاناتTéléphone : 0537668666",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2228.pdf
poste_e0id1981,"Ministère de l’Emploi et de l’Insertion Professionnelle",0,2,1000-10-10,2015-05-29,"http://emploi-public-files.ma/fichiers/upload/listedescanditats2015.pdf|","http://emploi-public-files.ma/fichiers/upload/201555.pdf|","Téléphone : 0537765312",http://emploi-public-files.ma/fichiers/upload/ArretepostederesponsabilitMai2015.pdf
poste_e0id1974,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Habitat",1,0,1000-10-10,2015-05-28,-,"http://emploi-public-files.ma/fichiers/upload/circulairersultats.pdf|","Nom : M. MEHDAOUI ABDELHAKTéléphone : 0661046492",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2221.pdf
poste_e0id1970,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau - Département de l'Eau",0,11,1000-10-10,2015-05-22,"http://emploi-public-files.ma/fichiers/upload/liste_drpe.pdf|","http://emploi-public-files.ma/fichiers/upload/Resultats_DRPE.pdf|","Téléphone : 0537685800",http://emploi-public-files.ma/fichiers/upload/201549.pdf
poste_e0id1969,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau - Département de l'Eau",0,9,1000-10-10,2015-05-22,"http://emploi-public-files.ma/fichiers/upload/liste_dah1.pdf|","http://emploi-public-files.ma/fichiers/upload/res_dah.pdf|","Téléphone : 0537685800",http://emploi-public-files.ma/fichiers/upload/201548.pdf
poste_e0id1949,"Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts - Département de l’Agriculture",0,4,1000-10-10,2015-05-21,-,-,"Téléphone : 0530103264",http://emploi-public-files.ma/fichiers/upload/AC2Mai2015.pdf
poste_e0id1948,"Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts - Département de l’Agriculture",1,7,1000-10-10,2015-05-21,-,-,"Téléphone : 0530103264",http://emploi-public-files.ma/fichiers/upload/AC1Mai2015.pdf
poste_e0id1946,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Education nationale",0,3,1000-10-10,2015-05-21,-,-,"Nom : أحمد مساهليTéléphone : 0600004167",http://emploi-public-files.ma/fichiers/upload/184.PDF
poste_e0id1945,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau",1,0,1000-10-10,2015-05-21,"http://emploi-public-files.ma/fichiers/upload/ProgrammedesentretiensCDDAAJ.pdf|",-,"Nom : مديرية الموارد البشريةTéléphone : 0538005300",http://emploi-public-files.ma/fichiers/upload/ARRETEN2489DU1905.pdf
poste_e0id1944,"Ministère du Tourisme, du Transport aérien, de l’Artisanat et de l’Economie sociale - Département de l’Artisanat et de l’Economie sociale",0,10,1000-10-10,2015-05-21,"http://emploi-public-files.ma/fichiers/upload/201560.pdf|",-,"Téléphone : 0537276311",http://emploi-public-files.ma/fichiers/upload/201544.pdf
poste_e0id1942,"Haut commissariat aux eaux et forêts et à la lutte contre la désertification",0,2,1000-10-10,2015-05-20,"http://emploi-public-files.ma/fichiers/upload/ListedescandidatsA_CandidatureSASSSE.pdf|","http://emploi-public-files.ma/fichiers/upload/RsultatSASSSE.pdf|","Téléphone : 0537661258",http://emploi-public-files.ma/fichiers/upload/ArrtSASSEE.pdf
poste_e0id1941,"Haut commissariat aux eaux et forêts et à la lutte contre la désertification",0,3,1000-10-10,2015-05-20,"http://emploi-public-files.ma/fichiers/upload/listedescandidatsA_CandidatureChasse.pdf|","http://emploi-public-files.ma/fichiers/upload/Rsultatchasse.pdf|","Téléphone : 0537661258",http://emploi-public-files.ma/fichiers/upload/ArrtChasse_SEAP_SPCDRN.pdf
poste_e0id1940,"Ministère de la Culture et de la Communication - Département de la Communication",1,1,1000-10-10,2015-05-20,-,"http://emploi-public-files.ma/fichiers/upload/772015.pdf|","Téléphone : 0537678181",http://emploi-public-files.ma/fichiers/upload/decisiondivision15.pdf
poste_e0id1921,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Habitat",0,34,1000-10-10,2015-05-16,"http://emploi-public-files.ma/fichiers/upload/Listedescandidatsconvoquer.pdf|","http://emploi-public-files.ma/fichiers/upload/Rsultatsdfinitifsdeschefsdeserviceadministratif.pdf|","Nom : MEHDAOUI ABDELHAKTéléphone : 0661046492",http://emploi-public-files.ma/fichiers/upload/ArretSAAF.pdf
poste_e0id1917,"Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts - Département de la Pêche maritime",0,1,1000-10-10,2015-05-14,"http://emploi-public-files.ma/fichiers/upload/candidatsconvoquer_2.pdf|","http://emploi-public-files.ma/fichiers/upload/resulatat260615_2.pdf|","Téléphone : 0537688021",http://emploi-public-files.ma/fichiers/upload/dec11.pdf
poste_e0id1906,"Ministère de la justice",0,2,1000-10-10,2015-05-07,"http://emploi-public-files.ma/fichiers/upload/1463.pdf|","http://emploi-public-files.ma/fichiers/upload/141_20151.pdf|","Nom : drhTéléphone : 0537213637",http://emploi-public-files.ma/fichiers/upload/1461.pdf
poste_e0id1904,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Education nationale",0,10,1000-10-10,2015-05-07,-,-,"Nom : Lahcen AITKAIN Téléphone : 0537687233",http://emploi-public-files.ma/fichiers/upload/ArrtchefsdeservicesVF.pdf
poste_e0id1898,"Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts - Département de la Pêche maritime",0,13,1000-10-10,2015-05-07,"http://emploi-public-files.ma/fichiers/upload/CONVOQUES4.pdf|","http://emploi-public-files.ma/fichiers/upload/resulatat260615_21.pdf|","Téléphone : 0537688021",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2119.pdf
poste_e0id1895,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau - Département de l'Eau",4,0,1000-10-10,2015-05-04,"http://emploi-public-files.ma/fichiers/upload/201550.pdf|","http://emploi-public-files.ma/fichiers/upload/resultat_daaf.pdf|","Téléphone : 0537685800",http://emploi-public-files.ma/fichiers/upload/201534.pdf
poste_e0id1894,"Ministère de la Famille, de la Solidarité, de l’Egalité et du Développement social",2,5,1000-10-10,2015-05-04,"http://emploi-public-files.ma/fichiers/upload/Candidats_03072015.pdf|","http://emploi-public-files.ma/fichiers/upload/Resultat_pv21072015.pdf|","Nom : Abdallah MehimdateTéléphone : 0537684067",http://emploi-public-files.ma/fichiers/upload/manassib.pdf
poste_e0id1891,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Education nationale",0,1,1000-10-10,2015-05-04,"http://emploi-public-files.ma/fichiers/upload/numrisation00265.pdf|",-,"Nom : عبد الله زايبلاTéléphone : 0661683215",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2109.pdf
poste_e0id1889,"Ministère de la santé",0,5,1000-10-10,2015-05-01,-,-,"Téléphone : 0667.039.179",http://emploi-public-files.ma/fichiers/upload/IFTA1.pdf
poste_e0id1888,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Habitat",6,0,1000-10-10,2015-05-01,-,"http://emploi-public-files.ma/fichiers/upload/resultatsAOCchefsdedivision20151.pdf|","Nom : عبدالحق مهداويTéléphone : 0661046492",http://emploi-public-files.ma/fichiers/upload/AOC6DPH2015.pdf
poste_e0id1886,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau - Département de l'Eau",7,0,1000-10-10,2015-04-30,"http://emploi-public-files.ma/fichiers/upload/convocationDMN.pdf|","http://emploi-public-files.ma/fichiers/upload/resultats_DMN.pdf|","Téléphone : 0537685800",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2108.pdf
poste_e0id1881,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Education nationale",0,1,1000-10-10,2015-04-29,-,-,"Nom : حسن كياسTéléphone : 0673086405",http://emploi-public-files.ma/fichiers/upload/numrisation00063.pdf
poste_e0id1880,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",1,0,1000-10-10,2015-04-28,-,-,"Téléphone : 0537273015",http://emploi-public-files.ma/fichiers/upload/arrete52.pdf
poste_e0id1874,"Haut commissariat aux eaux et forêts et à la lutte contre la désertification",1,0,1000-10-10,2015-04-27,"http://emploi-public-files.ma/fichiers/upload/Liste_Candidats_DCMavril2015Siteemploi2.pdf|","http://emploi-public-files.ma/fichiers/upload/Rsultat_DCMavril2015Siteemploi1.pdf|","Téléphone : 0537661258",http://emploi-public-files.ma/fichiers/upload/Arrtdouverture1.pdf
poste_e0id1870,"Ministère du Tourisme, du Transport aérien, de l’Artisanat et de l’Economie sociale - Département du Tourisme",1,1,1000-10-10,2015-04-27,"http://emploi-public-files.ma/fichiers/upload/Listecandidatsretenus6.pdf|","http://emploi-public-files.ma/fichiers/upload/Nominations.pdf|","Téléphone : 0537577868",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2088.pdf
poste_e0id1869,"Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts - Département de l’Agriculture",2,0,1000-10-10,2015-04-24,-,-,"Téléphone : 0530103194",http://emploi-public-files.ma/fichiers/upload/ACSGDFFOS.pdf
poste_e0id1865,"Ministère des habous et des affaires islamiques",2,0,1000-10-10,2015-04-23,"http://emploi-public-files.ma/fichiers/upload/nomDuFichier2227.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier2241.pdf|","Nom : غزوف محسنTéléphone : ghazouf@hotmail.fr",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2084.pdf
poste_e0id1864,"Ministère des habous et des affaires islamiques",0,1,1000-10-10,2015-04-23,"http://emploi-public-files.ma/fichiers/upload/numrisation000229.pdf|","http://emploi-public-files.ma/fichiers/upload/000116.pdf|","Nom : غزوف محسنTéléphone : ghazouf@hotmail.fr",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2083.pdf
poste_e0id1862,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau - Département de l'Eau",0,4,1000-10-10,2015-04-22,"http://emploi-public-files.ma/fichiers/upload/nomDuFichier2154.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier2182.pdf|","Nom : فتاح امزيزTéléphone : 0537685800",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2080.pdf
poste_e0id1861,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau - Département de l'Eau",1,0,1000-10-10,2015-04-22,"http://emploi-public-files.ma/fichiers/upload/nomDuFichier2151.pdf|","http://emploi-public-files.ma/fichiers/upload/nomDuFichier2232.pdf|","Nom : فتاح امزيزTéléphone : 0537685800",http://emploi-public-files.ma/fichiers/upload/nomDuFichier2079.pdf
poste_e0id1858,"Ministère chargée des Marocains résidant à l’étranger et des affaires de la migration",0,49,1000-10-10,2015-04-22,"http://emploi-public-files.ma/fichiers/upload/listedescandidatsconvoqusACservices1.pdf|","http://emploi-public-files.ma/fichiers/upload/RESULTATACCHEFDESERVICE.pdf|","Nom : بوجبير فؤادTéléphone : 0537777261",http://emploi-public-files.ma/fichiers/upload/ARRETEACSERVICES.pdf
poste_e0id1856,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau",0,1,1000-10-10,2015-04-20,"http://emploi-public-files.ma/fichiers/upload/ProgrammesdesentretiensMai2015inspectioncentraledelIG.pdf|",-,"Nom : مديرية الموارد البشريةTéléphone : 0538005300",http://emploi-public-files.ma/fichiers/upload/IGChefsdeSceavril2015.pdf
poste_e0id1846,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Habitat",3,0,1000-10-10,2015-04-16,"http://emploi-public-files.ma/fichiers/upload/LISTEDESCANDIDATSChefsdeDivisioncentral2meappel.pdf|","http://emploi-public-files.ma/fichiers/upload/circulairersultats1.pdf|","Nom : عبدالحق مهداويTéléphone : 0661046492",http://emploi-public-files.ma/fichiers/upload/373.pdf
poste_e0id1845,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Aménagement du territoire national, de l’Urbanisme",3,0,1000-10-10,2015-04-16,-,"http://emploi-public-files.ma/fichiers/upload/RESFINAOCDCCSI.pdf|","Nom : الحسن حراقTéléphone : 0661046382",http://emploi-public-files.ma/fichiers/upload/ARRETEAOCDCCSI.pdf
poste_e0id1844,"Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville - Département de l’Aménagement du territoire national, de l’Urbanisme",2,0,1000-10-10,2015-04-16,-,"http://emploi-public-files.ma/fichiers/upload/RESFINAOCDADT.pdf|","Nom : الحسن حراقTéléphone : 0661046382",http://emploi-public-files.ma/fichiers/upload/ARRETEAOCDADT.pdf
