 Id,            Administration organisatrice,            Grade,            Nombre postes,            Dèlai dépot,            Date concours,            Date publication,            Candidats convoqués pour l'examen écrit,            Candidats convoqués pour l'entretien oral,            Résultats,            Désistements,            Pour plus d'informations,            Fichiers attachés
concour_e0c0id1995,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2014-02-23,2014-03-10,2014-02-05,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/FacultLettreCasaBenMsik10032014.pdf
concour_e0c0id1994,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2014-02-23,2014-03-10,2014-02-05,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/ENCGCASA10032014.pdf
concour_e0c0id1982,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2014-02-23,2014-03-10,2014-01-29,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/FacultdedroitMeknesMathematique10032014.pdf
concour_e0c0id1981,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2014-02-23,2014-03-10,2014-01-29,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/FacultdedroitMeknespublic10032014.pdf
concour_e0c0id1980,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2014-05-21,2014-06-05,2014-01-29,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/facultdedroitmekensdroitpriv.pdf
concour_e0c0id1979,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2014-02-23,2014-03-10,2014-01-29,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/FacultdedroitMeknesEcoSc10032014.pdf
concour_e0c0id1978,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,3,2014-02-23,2014-03-10,2014-01-29,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/FacultdedroitFesEcoGes3post10032014.pdf
concour_e0c0id1977,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2014-02-23,2014-03-10,2014-01-29,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/PolyAssfichimie10032014.pdf
concour_e0c0id1974,Délégation Interministérielle aux Droits de l'Homme,Technicien de 3ème grade ~ Echelle 9 - spécialité finance et comptabilité ou gestion d'entreprise,1,2014-02-14,2014-03-09,2014-01-28,http://emploi-public-files.ma/fichiers/upload/listedescandidatsretenupreuvecrite3.pdf|,http://emploi-public-files.ma/fichiers/upload/resultatcrit.pdf|,http://emploi-public-files.ma/fichiers/upload/resultatfinal.pdf|,-,Nom : يونس اطريمسTéléphone : 0537270458Email : trimasse@didh.gov.ma,http://emploi-public-files.ma/fichiers/upload/avisderecrutementtech3gradefinancecompta.pdf|http://emploi-public-files.ma/fichiers/upload/arreterecrutementtech3gradefinancecompta1.pdf
concour_e0c0id1969,Ministère de la Réforme de l’Administration et de la Fonction Publique,Ingénieur d'Etat 1er grade ~ Echelle 11,2,2014-02-18,2014-03-14,2014-01-22,http://emploi-public-files.ma/fichiers/upload/Liste_Ingenieurs.pdf|,http://emploi-public-files.ma/fichiers/upload/MMSP_Planning_Oral_Recrutement_Ingenieurs.pdf|,http://emploi-public-files.ma/fichiers/upload/Ingenieurs_liste.pdf|,-,Email : ***,http://emploi-public-files.ma/fichiers/upload/MFPMA_Ingenieurs.pdf|http://emploi-public-files.ma/fichiers/upload/MFPMA_Annonce_Ingenieurs.pdf
concour_e0c0id1968,Ministère de la Réforme de l’Administration et de la Fonction Publique,Technicien de 3ème grade ~ Echelle 9,3,2014-02-18,2014-03-16,2014-01-22,http://emploi-public-files.ma/fichiers/upload/Liste_Techn_Rese.pdf|,http://emploi-public-files.ma/fichiers/upload/MMSP_Planning_Oral_Recrutement_Techniciens.pdf|,http://emploi-public-files.ma/fichiers/upload/Techniciens_Reseau.pdf|,-,Email : ***,http://emploi-public-files.ma/fichiers/upload/MFPMA_Annonce_techniciens.pdf|http://emploi-public-files.ma/fichiers/upload/MFPMA_Techniciens.pdf
concour_e0c0id1967,"Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts - Département de la Pêche maritime",Technicien de 4ème grade ~ Echelle 8 - spécialité Gestion INFORMATIQUE,1,2014-02-10,2014-04-13,2014-01-22,http://emploi-public-files.ma/fichiers/upload/techn41.pdf|,http://emploi-public-files.ma/fichiers/upload/resultattechenicien4grade1.pdf|,http://emploi-public-files.ma/fichiers/upload/4132014.pdf|http://emploi-public-files.ma/fichiers/upload/411.pdf|,-,Nom : belabedTéléphone : 0537688102Email : belabed@mpm.gov.ma,http://emploi-public-files.ma/fichiers/upload/Fichedeprsentationpourleconcours1.pdf|http://emploi-public-files.ma/fichiers/upload/decrectech4.pdf|http://emploi-public-files.ma/fichiers/upload/avisrectech4.pdf
concour_e0c0id1966,"Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts - Département de la Pêche maritime",Technicien de 3ème grade ~ Echelle 9 - spécialité Technique de developpement informatique ,1,2014-02-10,2014-04-13,2014-01-22,http://emploi-public-files.ma/fichiers/upload/nomDuFichier629.pdf|,http://emploi-public-files.ma/fichiers/upload/resultattechnicien3grade.pdf|,http://emploi-public-files.ma/fichiers/upload/3132014.pdf|http://emploi-public-files.ma/fichiers/upload/31320141.pdf|,-,Nom : belabedTéléphone : 0537688102Email : belabed@mpm.gov.ma,http://emploi-public-files.ma/fichiers/upload/decirectech3.pdf|http://emploi-public-files.ma/fichiers/upload/Fichedeprsentationpourleconcours2.pdf|http://emploi-public-files.ma/fichiers/upload/avistech3.pdf
concour_e0c0id1962,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Technicien de 3ème grade ~ Echelle 9,1,2014-02-04,2014-02-20,2014-01-13,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/FSTTechNetwork20022014errachidia.pdf
concour_e0c0id1961,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Technicien de 3ème grade ~ Echelle 9,2,2014-02-04,2014-02-20,2014-01-13,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/FST2TechGestionenterp20022014errachidia.pdf
concour_e0c0id1960,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Administrateur 2ème grade ~ Echelle 11,1,2014-01-29,2014-02-14,2014-01-13,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/facultScienseettechBeniMellalAdm14022014.pdf
concour_e0c0id1959,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Technicien de 3ème grade ~ Echelle 9,1,2014-01-29,2014-02-14,2014-01-13,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/facultScienseettechBeniMellalTechnicien14022014.pdf
concour_e0c0id1930,Ministère de l’intérieur,Technicien de 3ème grade ~ Echelle 9 - spécialité Informatique,66,2014-01-13,2014-02-09,2013-12-30,http://emploi-public-files.ma/fichiers/upload/Listedescandidatsprselectionns_2.pdf|,http://emploi-public-files.ma/fichiers/upload/ListeadmissiblesTechinfo.pdf|,http://emploi-public-files.ma/fichiers/upload/res_tech.PDF|http://emploi-public-files.ma/fichiers/upload/liste_attente2.PDF|,-,Email : concours.interieur.gov.ma,http://emploi-public-files.ma/fichiers/upload/avis-tech_info.pdf|http://emploi-public-files.ma/fichiers/upload/arr_tech_info.pdf
concour_e0c0id1929,Ministère de la Culture et de la Communication - Département de la Communication,Technicien de 3ème grade ~ Echelle 9,1,2014-01-17,2014-01-29,2013-12-27,http://emploi-public-files.ma/fichiers/upload/nomDuFichier514.pdf|,-,http://emploi-public-files.ma/fichiers/upload/nomDuFichier596.pdf|,-,Téléphone : 0537773865Email : abdounassib@gmail.com,http://emploi-public-files.ma/fichiers/upload/annonce concours ISMAC technicien.pdf|http://emploi-public-files.ma/fichiers/upload/Dcision tech.pdf
concour_e0c0id1928,Ministère de la Culture et de la Communication - Département de la Communication,Administrateur 2ème grade ~ Echelle 11,1,2014-01-17,2014-01-29,2013-12-27,http://emploi-public-files.ma/fichiers/upload/213.pdf|,-,-,-,Téléphone : 0537773865Email : abdounassib@gmail.com,http://emploi-public-files.ma/fichiers/upload/annonce concours ISMAC ech 11.pdf|http://emploi-public-files.ma/fichiers/upload/Dcision 2g.pdf
concour_e0c0id1927,Ministère de la Culture et de la Communication - Département de la Communication,Administrateur 3ème grade ~ Echelle 10,1,2014-01-17,2014-01-29,2013-12-27,http://emploi-public-files.ma/fichiers/upload/31.pdf|,-,http://emploi-public-files.ma/fichiers/upload/nomDuFichier597.pdf|,-,Nom : .......Téléphone : 0537773865Email : abdounassib@gmail.com,http://emploi-public-files.ma/fichiers/upload/Dcision adm3.pdf|http://emploi-public-files.ma/fichiers/upload/annonce ISMACadm3.pdf
concour_e0c0id1922,Ministère de l'Enseignement Supérieur de la Recherche Scientifique et de la Formation des Cadres -Ecole Nationale Supérieure d'Arts et Métiers- Meknès,Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11 - spécialité Génie Mécanique et Génie Informatique,2,2014-01-12,2014-01-27,2013-12-26,-,-,-,-,Nom : hayi abdallahTéléphone : 0535467160Email : hayiabdallah@gmail.com,http://emploi-public-files.ma/fichiers/upload/Arrt11.pdf
concour_e0c0id1921,"Ministère de l’Energie, des Mines et du Développement durable - Département de l’Energie, des Mines",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,4,2014-01-10,2014-01-28,2013-12-26,-,-,-,-,Nom : Ouadrgiri MustaphaTéléphone : 0537680230Email : Oued@enim.ac.ma,http://emploi-public-files.ma/fichiers/upload/recrutement enim.pdf
concour_e0c0id1920,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2014-01-16,2014-01-31,2013-12-25,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/ensa casa.pdf
concour_e0c0id1919,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11 - spécialité microbiologie/parasitologie/immunologie/santé,1,2014-01-11,2014-01-27,2013-12-25,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/micro .sant settat.pdf
concour_e0c0id1918,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11 - spécialité physique appliquée/maintenance biomédicale,1,2014-01-11,2014-01-27,2013-12-25,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/physique appliqu settat.pdf
concour_e0c0id1917,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11 - spécialité génie mécanique,1,2014-01-11,2014-01-27,2013-12-25,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/gnie mcanique mekens.pdf
concour_e0c0id1916,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11 - spécialité génie informatique,1,2014-01-11,2014-01-27,2013-12-25,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/gnie informatique meknes.pdf
concour_e0c0id1915,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11 - spécialité systèmes embarqués,1,2014-01-11,2014-01-27,2013-12-25,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/systmes embarqus rabat.pdf
concour_e0c0id1914,Ministère de l'économie et des finances -Direction Générale des Impôts-,Ingénieur d'Etat 1er grade ~ Echelle 11,69,2014-01-03,2014-02-23,2013-12-20,http://emploi-public-files.ma/fichiers/upload/Listedescandidatsconvoqusauxpreuvescritesxls.pdf|,http://emploi-public-files.ma/fichiers/upload/Listedescandidatsadmisauxpreuvescritesduconcoursdu23fv20141.pdf|,http://emploi-public-files.ma/fichiers/upload/ListesCandidatsDefinitivementAdmisRecrutementIngenieurs2322014.pdf|http://emploi-public-files.ma/fichiers/upload/ListesAttenteConcoursRecrutementIngenieurs2322014.pdf|,-,Nom : الزموري يونسTéléphone : 99 92 27 37 05Email : y.ezzemmouri@tax.gov.ma,http://emploi-public-files.ma/fichiers/upload/201329.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier476.pdf
concour_e0c0id1913,Ministère de l'économie et des finances,Inspecteur des Finances ~ Echelle 11,10,2014-01-07,2014-02-16,2013-12-19,http://emploi-public-files.ma/fichiers/upload/ListeinscritsconcoursIGF_PDF.pdf|,http://emploi-public-files.ma/fichiers/upload/igf_res_ecrit_ar.pdf|,http://emploi-public-files.ma/fichiers/upload/igf_def.pdf|http://emploi-public-files.ma/fichiers/upload/igf_def_attente.pdf|,-,Email : drh@daag.finances.gov.ma,http://emploi-public-files.ma/fichiers/upload/RH3.pdf|http://emploi-public-files.ma/fichiers/upload/concours_igf_16022014.pdf
concour_e0c0id1907,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Administrateur 2ème grade ~ Echelle 11,1,2014-01-09,2014-01-25,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/ENSA Al hociema admin 2 G.pdf
concour_e0c0id1906,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Technicien de 3ème grade ~ Echelle 9,2,2014-01-09,2014-01-25,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/facult de med fs.pdf
concour_e0c0id1905,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Administrateur 3ème grade ~ Echelle 10,1,2014-01-09,2014-01-25,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/ENSA Al hociema chimie.pdf
concour_e0c0id1904,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Administrateur 3ème grade ~ Echelle 10,1,2014-01-09,2014-01-25,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/facult chariaa agadir.pdf
concour_e0c0id1903,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Technicien de 4ème grade ~ Echelle 8,1,2014-05-05,2014-05-21,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/FacDroitMohamadiaTecVI21052014.pdf
concour_e0c0id1902,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Technicien de 4ème grade ~ Echelle 8,1,2014-05-05,2014-05-21,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/FacDroitMohamadiaTecVIEntre21052014.pdf
concour_e0c0id1901,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Adjoint administratif 4ème grade ~ Echelle 5,1,2014-05-05,2014-05-21,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/FacDroitMohamadiaAdjtecVI21052014.pdf
concour_e0c0id1900,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Technicien de 3ème grade ~ Echelle 9,1,2014-01-02,2014-01-17,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/facult de droit ain chock comptabilit.pdf
concour_e0c0id1899,"Ministère de l’Equipement, du Transport, de la Logistique et de l’Eau",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11 - spécialité sciences de l'information geographique,2,2014-01-15,2014-02-07,2013-12-16,-,-,http://emploi-public-files.ma/fichiers/upload/EHTP_METL.pdf|http://emploi-public-files.ma/fichiers/upload/EHTP_ATT.pdf|,-,Email : drh@mtpnet.gov.ma,http://emploi-public-files.ma/fichiers/upload/2 ARRETE.pdf|http://emploi-public-files.ma/fichiers/upload/2 AVIS.pdf
concour_e0c0id1898,Ministère de l’intérieur,Administrateur 2ème grade ~ Echelle 11 - spécialité sciences juridiques,123,2013-12-31,2014-01-12,2013-12-16,http://emploi-public-files.ma/fichiers/upload/ListedfinitiveBis_Juristes.pdf|,http://emploi-public-files.ma/fichiers/upload/Listeadmissibles.pdf|,http://emploi-public-files.ma/fichiers/upload/glob_sauf_list_att.pdf|http://emploi-public-files.ma/fichiers/upload/listedattente8.pdf|,-,Email : concours.interieur.gov.ma,http://emploi-public-files.ma/fichiers/upload/avis_adm_juriste.pdf|http://emploi-public-files.ma/fichiers/upload/arr_adm_juriste.pdf
concour_e0c0id1897,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Technicien de 3ème grade ~ Echelle 9,1,2014-02-09,2014-02-25,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/FSTalhociemaTechInfoStati25022014.pdf
concour_e0c0id1896,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Administrateur 3ème grade ~ Echelle 10,1,2014-01-02,2014-01-17,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/Facult de droit ain chok casa.pdf
concour_e0c0id1895,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Adjoint administratif 3ème grade ~ Echelle 6,1,2014-01-12,2014-01-28,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/Facult poly errachidia  28.01.2014.pdf
concour_e0c0id1894,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Technicien de 3ème grade ~ Echelle 9,1,2014-01-02,2014-01-17,2013-12-16,-,-,http://emploi-public-files.ma/fichiers/upload/ResultqtInstitutSupSciSanteSettat.pdf|http://emploi-public-files.ma/fichiers/upload/ResultqtInstitutSupSciSanteSettat.pdf|,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/inst de la sant settat.pdf
concour_e0c0id1893,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Administrateur 3ème grade ~ Echelle 10,1,2014-02-09,2014-02-25,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/FSTalhociemaadm3GIIFrAr25022014.pdf
concour_e0c0id1892,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Administrateur 3ème grade ~ Echelle 10,1,2014-02-09,2014-02-25,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/FSTalhociemadroitPupr25022014.pdf
concour_e0c0id1891,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2013-12-31,2014-01-15,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/Facult de lettre fs saisse etudes fran.pdf
concour_e0c0id1890,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11 - spécialité mathématiques,1,2014-02-23,2014-03-10,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/FSTbenimellalMathmatique10032014.pdf
concour_e0c0id1889,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11 - spécialité génie des procédés,1,2014-02-23,2014-03-10,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/ESTbenimellagniedesprocds10032014.pdf
concour_e0c0id1888,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11 - spécialité economie ou gestion,1,2013-12-31,2014-01-15,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/Facult de droit sal Economie ou Gestion.pdf
concour_e0c0id1887,"Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Département de l’Enseignement supérieur et de la Recherche scientifiq",Prof. de l'enseignement supérieur assistant grade A ~ Echelle 11,1,2013-12-31,2014-01-15,2013-12-16,-,-,-,-,Email : abd.rajeb@gmail.com,http://emploi-public-files.ma/fichiers/upload/Facult de lettre fes saisse science informatique et communication.pdf
concour_e0c0id1877,Ministère chargé des affaires générales et de la gouvernance,Administrateur 2ème grade ~ Echelle 11 - spécialité la gouvernance/R Humaines/audit et controle de ges,4,2014-01-10,2014-01-26,2013-12-12,http://emploi-public-files.ma/fichiers/upload/ListeConvoquesAdministrateur.pdf|,http://emploi-public-files.ma/fichiers/upload/listeConoquesEntretien_Administrateurs.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier565.pdf|,-,Téléphone : 0537689017/0537687394Email : fraigui@affaires-generales.gov.ma/anouzla@affaires-generales.gov.ma,http://emploi-public-files.ma/fichiers/upload/200012.pdf|http://emploi-public-files.ma/fichiers/upload/reportEntretienSpecialiteRH.pdf|http://emploi-public-files.ma/fichiers/upload/200011.pdf
concour_e0c0id1876,Ministère chargé des affaires générales et de la gouvernance,Ingénieur d'Etat 1er grade ~ Echelle 11 - spécialité economie applique et l'informatique(syt sec inf),6,2014-01-10,2014-01-26,2013-12-12,http://emploi-public-files.ma/fichiers/upload/ListeConvoquesIngenieurs.pdf|,http://emploi-public-files.ma/fichiers/upload/listeConoquesEntretien_Ingenieurs.pdf|,http://emploi-public-files.ma/fichiers/upload/nomDuFichier568.pdf|,-,Téléphone : 0537689017/0537687394Email : fraigui@affaires-generales.gov.ma/anouzla@affaires-generales.gov.ma,http://emploi-public-files.ma/fichiers/upload/00013.pdf|http://emploi-public-files.ma/fichiers/upload/100011.pdf
concour_e0c0id1868,Ministère de l’intérieur,Administrateur 2ème grade ~ Echelle 11 - spécialité sciences économiques,64,2013-12-24,2014-01-05,2013-12-09,http://emploi-public-files.ma/fichiers/upload/Listedfinitive_eco.pdf|,http://emploi-public-files.ma/fichiers/upload/ListeadmissiblesAvecCarte.pdf|,http://emploi-public-files.ma/fichiers/upload/Admiseco.pdf|http://emploi-public-files.ma/fichiers/upload/ListeAttente.pdf|,-,Email : concours.interieur.gov.ma,http://emploi-public-files.ma/fichiers/upload/arr_adm_conomie.pdf|http://emploi-public-files.ma/fichiers/upload/avis_adm_conomie.pdf
concour_e0c0id1864,Haut commissariat aux anciens résistants et anciens membres de l’armée de libération,Administrateur 3ème grade ~ Echelle 10 - spécialité Sciences de l'information,1,2013-12-20,2013-12-29,2013-12-05,http://emploi-public-files.ma/fichiers/upload/LISTE_Cand_3grade.pdf|,http://emploi-public-files.ma/fichiers/upload/Liste_Ex_Oral_Adm3grade.pdf|,http://emploi-public-files.ma/fichiers/upload/Liste_admis_ad3grade.pdf|http://emploi-public-files.ma/fichiers/upload/Liste_attent_Ad3grade.pdf|,-,Email : c.chokrafi@hcar.gov.ma,http://emploi-public-files.ma/fichiers/upload/Arr_3grade.pdf|http://emploi-public-files.ma/fichiers/upload/Annonce21.pdf
concour_e0c0id1863,Haut commissariat aux anciens résistants et anciens membres de l’armée de libération,Administrateur 2ème grade ~ Echelle 11 - spécialité Histoire moderne,1,2013-12-20,2013-12-29,2013-12-05,http://emploi-public-files.ma/fichiers/upload/Liste_candidat 2 grade.pdf|,http://emploi-public-files.ma/fichiers/upload/Liste_Ex_Oral_Adm2grade.pdf|,http://emploi-public-files.ma/fichiers/upload/Liste_admis_Ad2grade.pdf|http://emploi-public-files.ma/fichiers/upload/Liste_attent_Ad2grade.pdf|,-,Email : c.chokrafi@hcar.gov.ma,http://emploi-public-files.ma/fichiers/upload/Annonce20.pdf|http://emploi-public-files.ma/fichiers/upload/arr_2grade.pdf
