 Id,            Etablissement organisateur,            Grade,            Nombre postes,            Dèlai dépot,            Date concours,            Date publication,            Candidats convoqués pour l'examen écrit,            Candidats convoqués pour l'entretien oral,            Résultats,            Désistements,            Pour plus d'informations,            Fichiers attachés
concour_e1c0id8894,Régie Autonome de Distribution d'Eau et d'Electricité de Meknès,Techniciens Spécialisés,10,2017-08-11,2017-10-01,2017-07-28,http://emploi-public-files.ma/fichiers/upload/TechniciensSpcialiss2.pdf|,-,-,-,Nom : RADEMTéléphone : 0535521801/02/03Email : radem@menara.ma,http://emploi-public-files.ma/fichiers/upload/Dc11.pdf
concour_e1c0id8893,Régie Autonome de Distribution d'Eau et d'Electricité de Meknès,Ingénieurs et Cadres,5,2017-08-11,2017-10-01,2017-07-28,http://emploi-public-files.ma/fichiers/upload/IngnieursetCadres.pdf|,-,-,-,Nom : RADEMTéléphone : 0535521801/02/03Email : radem@menara.ma,http://emploi-public-files.ma/fichiers/upload/Dc10.pdf
concour_e1c0id8892,Holding d'Aménagement Al Omrane,ingénieur génie civil,1,2017-08-10,1000-10-10,2017-07-27,-,-,-,-,Nom : إلهام أحسينةTéléphone : 0537569178Email : i.ahsina@alomrane.ma,http://emploi-public-files.ma/fichiers/upload/descriptifIngGCALOMRANEAGADIRouarzazate.pdf
concour_e1c0id8891,Holding d'Aménagement Al Omrane,ingénieur génie civil,1,2017-08-10,1000-10-10,2017-07-27,-,-,-,-,Nom : إلهام أحسينةTéléphone : 0537569178Email : i.ahsina@alomrane.ma,http://emploi-public-files.ma/fichiers/upload/AnnonceIngnieurmeknsjuillet2017.pdf
concour_e1c0id8889,Bank Al-Maghrib,Chargé de relations presse,1,2017-08-10,1000-10-10,2017-07-27,-,-,-,-,Nom : نرجس الرميقيTéléphone : 0537574022Email : n.rmiki@bkam.ma,http://emploi-public-files.ma/fichiers/upload/Descriptifchargrelationspressejuillet2017.pdf
concour_e1c0id8888,Bank Al-Maghrib,Chargé du contrôle interne,1,2017-08-10,1000-10-10,2017-07-27,-,-,-,-,Nom : نرجس الرميقيTéléphone : 0537574022Email : n.rmiki@bkam.ma,http://emploi-public-files.ma/fichiers/upload/chargducontroleinternejuillet2017.pdf
concour_e1c0id8887,Bank Al-Maghrib,Traducteur,1,2017-08-10,1000-10-10,2017-07-27,-,-,-,-,Nom : نرجس الرميقيTéléphone : 0537574022Email : n.rmiki@bkam.ma,http://emploi-public-files.ma/fichiers/upload/traducteurjuillet2017.pdf
concour_e1c0id8886,Bank Al-Maghrib,Chargé de transit,1,2017-08-10,1000-10-10,2017-07-27,-,-,-,-,Nom : نرجس الرميقيTéléphone : 0537574022Email : n.rmiki@bkam.ma,http://emploi-public-files.ma/fichiers/upload/BAMChargdetransit.pdf
concour_e1c0id8885,Bank Al-Maghrib,Opérateur de production,6,2017-08-10,1000-10-10,2017-07-27,-,-,-,-,Nom : نرجس الرميقيTéléphone : 0537574022Email : n.rmiki@bkam.ma,http://emploi-public-files.ma/fichiers/upload/BAMoprateurdeproduction1.pdf
concour_e1c0id8884,Bank Al-Maghrib,Conducteur machines,7,2017-08-10,1000-10-10,2017-07-27,-,-,-,-,Nom : نرجس الرميقيTéléphone : 0537574022Email : n.rmiki@bkam.ma,http://emploi-public-files.ma/fichiers/upload/BAMConducteurmachines3.pdf
concour_e1c0id8883,Bank Al-Maghrib,Imprimeur,8,2017-08-10,1000-10-10,2017-07-27,-,-,-,-,Nom : نرجس الرميقيTéléphone : 0537574022Email : n.rmiki@bkam.ma,http://emploi-public-files.ma/fichiers/upload/BAMImprimeur2.pdf
concour_e1c0id8882,Office de la Formation Professionnelle et de la Promotion du Travail,FORMAREUR DANS LES METIERS DE L'AUTOMOBILE: CARROSSERIE PEINTURE AUTOMOBILE,1,2017-08-28,1000-10-10,2017-07-27,-,-,-,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/Formateurdanslesmetiersdelautomobileoptioncarrosseriepeintureauto.pdf
concour_e1c0id8881,Bank Al-Maghrib,Ingénieur production,1,2017-08-10,1000-10-10,2017-07-27,-,-,-,-,Nom : نرجس الرميقيTéléphone : 0537574022Email : n.rmiki@bkam.ma,http://emploi-public-files.ma/fichiers/upload/BAMIngenieurproduction5.pdf
concour_e1c0id8880,Bank Al-Maghrib,Ingénieur procédés,1,2017-08-10,1000-10-10,2017-07-27,-,-,-,-,Nom : نرجس الرميقيTéléphone : 0537574022Email : n.rmiki@bkam.ma,http://emploi-public-files.ma/fichiers/upload/BAMIngenieurprocds.pdf
concour_e1c0id8879,Bank Al-Maghrib,Ingénieur maintenance,1,2017-08-10,1000-10-10,2017-07-27,-,-,-,-,Nom : نرجس الرميقيTéléphone : 0537574022Email : n.rmiki@bkam.ma,http://emploi-public-files.ma/fichiers/upload/BAMIngenieurmaintenance2.pdf
concour_e1c0id8878,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR EN MAINTENANCE INFORMATIQUE ET RESEAUX,1,2017-08-28,1000-10-10,2017-07-27,-,-,-,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/Formateursenmaintenanceetsupportinformatiqueetrseaux.pdf
concour_e1c0id8877,Bank Al-Maghrib,Artiste Plasticien (Infographiste CAO),2,2017-08-10,1000-10-10,2017-07-27,-,-,-,-,Nom : نرجس الرميقيTéléphone : 0537574022Email : n.rmiki@bkam.ma,http://emploi-public-files.ma/fichiers/upload/BAMArtisteplasticien.pdf
concour_e1c0id8873,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR EN MENUISERIE ALUMINUIM,3,2017-08-28,1000-10-10,2017-07-27,-,-,-,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/FormateursenMenuiserieAluminium.pdf
concour_e1c0id8871,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEUR EN GESTION/COMPTABILITE,4,2017-08-28,1000-10-10,2017-07-27,http://emploi-public-files.ma/fichiers/upload/PRESLECTIONFORMATEURGC1.pdf|,-,-,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/FormateursenGestionComptabilit.pdf
concour_e1c0id8870,Office de la Formation Professionnelle et de la Promotion du Travail,FORMATEURS EN GENIE ELECTRIQUE,5,2017-08-28,1000-10-10,2017-07-27,http://emploi-public-files.ma/fichiers/upload/PRESELECTIONGEORIENTAL.pdf|,-,-,-,Téléphone : 0522634444Email : recrutement@ofppt.ma,http://emploi-public-files.ma/fichiers/upload/FormateursenGnieElectrique.pdf
concour_e1c0id8851,Caisse de Dépôt et de Gestion,Chargé de sécurité SI ,1,2017-08-08,1000-10-10,2017-07-25,-,-,-,-,Téléphone : 0537669000Email : drh@cdg.ma,http://emploi-public-files.ma/fichiers/upload/ChargdescuritSI.pdf
concour_e1c0id8850,Fonds d'Equipement Communal,JURISTE (par contrat),1,2017-09-08,1000-10-10,2017-07-25,-,-,-,-,Nom : سعاد الادريسي المساعديTéléphone : 0537689086Email : elidrissis@fec.ma,http://emploi-public-files.ma/fichiers/upload/AppelcandidaturepourlerecrutementdunjuristepourlemploideChargdEtudesSenior1.pdf
concour_e1c0id8849,Société Nationales des Transports et de Logistique (SNTL),Commercial en assurances,1,2017-08-09,1000-10-10,2017-07-25,-,-,-,-,Téléphone : 0537289314Email : recrutement@sntl.ma,http://emploi-public-files.ma/fichiers/upload/CommercialenassurancesASC17.pdf|http://emploi-public-files.ma/fichiers/upload/ModledeCV_SNTL_2017103.docx
concour_e1c0id8848,Fonds d'Equipement Communal,Chargé(e) d'Etudes Senior (par contrat),1,1000-10-10,1000-10-10,2017-07-25,-,-,-,-,Nom : سعاد الادريسي المساعديTéléphone : 0537689086Email : elidrissis@fec.ma,http://emploi-public-files.ma/fichiers/upload/AppelcandidaturepourlerecrutementdunjuristepourlemploideChargdEtudesSenior.pdf
concour_e1c0id8847,Holding d'Aménagement Al Omrane,ingénieur génie civil,1,2017-08-12,1000-10-10,2017-07-24,-,-,-,-,Nom : إلهام أحسينةTéléphone : 0537569178Email : i.ahsina@alomrane.ma,http://emploi-public-files.ma/fichiers/upload/IngnieurGENIECIVILsaoFsAlHoceima.pdf
concour_e1c0id8846,Holding d'Aménagement Al Omrane,technicien spécialisé,1,2017-08-12,1000-10-10,2017-07-24,-,-,-,-,Nom : إلهام أحسينةTéléphone : 0537569178Email : i.ahsina@alomrane.ma,http://emploi-public-files.ma/fichiers/upload/TchnicienGENIECIVILsaoFsAlHoceima.pdf
concour_e1c0id8845,Régie Autonome  de Distribution d'Eau et d'Electricité à TAZA,agent d'exécution,1,2017-08-25,2017-10-22,2017-07-24,http://emploi-public-files.ma/fichiers/upload/NiveauElmentaireCQPouCSPouCFP.pdf|,-,-,-,Nom : إدريس لكحلTéléphone : 0660105457Email : d.lakhal@radeeta.ma,http://emploi-public-files.ma/fichiers/upload/ouvrier_niveau_elementaire_CQP_CSP.pdf
concour_e1c0id8844,Régie Autonome  de Distribution d'Eau et d'Electricité à TAZA,agent d'exécution,3,2017-08-25,2017-10-22,2017-07-24,http://emploi-public-files.ma/fichiers/upload/CQPouCSPenPlomberieSanitaire.pdf|,-,-,-,Nom : إدريس لكحلTéléphone : 0660105457Email : d.lakhal@radeeta.ma,http://emploi-public-files.ma/fichiers/upload/ouvrier_niveau_scondaire_CQP_CSP.pdf
concour_e1c0id8843,Régie Autonome  de Distribution d'Eau et d'Electricité à TAZA,Technicien dessinateur,1,2017-08-25,2017-10-22,2017-07-24,http://emploi-public-files.ma/fichiers/upload/TechnicienDessinateur.pdf|,-,-,-,Nom : إدريس لكحلTéléphone : 0660105457Email : d.lakhal@radeeta.ma,http://emploi-public-files.ma/fichiers/upload/T_dessinateur.pdf
concour_e1c0id8842,Régie Autonome  de Distribution d'Eau et d'Electricité à TAZA,technicien spécialisé en chimie industrielle,1,2017-08-25,2017-10-22,2017-07-24,http://emploi-public-files.ma/fichiers/upload/TechnicienspcialisenChimieIndustrielle.pdf|,-,-,-,Nom : إدريس لكحلTéléphone : 0660105457Email : d.lakhal@radeeta.ma,http://emploi-public-files.ma/fichiers/upload/TS_chimie.pdf
concour_e1c0id8841,Régie Autonome  de Distribution d'Eau et d'Electricité à TAZA,technicien spécialisé en électromécanique,1,2017-08-25,2017-10-22,2017-07-24,http://emploi-public-files.ma/fichiers/upload/TechnicienspcialisenElectromcanique.pdf|,-,-,-,Nom : إدريس لكحلTéléphone : 0660105457Email : d.lakhal@radeeta.ma,http://emploi-public-files.ma/fichiers/upload/TS_electromecanique.pdf
concour_e1c0id8840,Régie Autonome  de Distribution d'Eau et d'Electricité à TAZA,technicien spécialisé en hydraulique ou en maitrise de l'eau,2,2017-08-25,2017-10-22,2017-07-24,http://emploi-public-files.ma/fichiers/upload/TechnicienspcialisenHydrauliqueouGestionmaitrisedEau.pdf|,-,-,-,Nom : إدريس لكحلTéléphone : 0660105457Email : d.lakhal@radeeta.ma,http://emploi-public-files.ma/fichiers/upload/TS_hydraulique_gestion_maitrise_eau.pdf
concour_e1c0id8839,Régie Autonome  de Distribution d'Eau et d'Electricité à TAZA,agent maîtrise,1,2017-08-25,2017-10-22,2017-07-24,http://emploi-public-files.ma/fichiers/upload/LPeninformatiquedeGestion.pdf|,-,-,-,Nom : إدريس لكحلTéléphone : 0660105457Email : d.lakhal@radeeta.ma,http://emploi-public-files.ma/fichiers/upload/informatique_de_gestion.pdf
concour_e1c0id8838,Régie Autonome  de Distribution d'Eau et d'Electricité à TAZA,agent maîtrise,1,2017-08-25,2017-10-22,2017-07-24,http://emploi-public-files.ma/fichiers/upload/LPenGRH.pdf|,-,-,-,Nom : إدريس لكحلTéléphone : 0660105457Email : d.lakhal@radeeta.ma,http://emploi-public-files.ma/fichiers/upload/ressource_humaine.pdf
concour_e1c0id8837,Régie Autonome  de Distribution d'Eau et d'Electricité à TAZA,Cadre,1,2017-08-25,2017-10-22,2017-07-24,http://emploi-public-files.ma/fichiers/upload/CadreLauratdelISCAEouENCG.pdf|,-,-,-,Nom : إدريس لكحلTéléphone : 0660105457Email : d.lakhal@radeeta.ma,http://emploi-public-files.ma/fichiers/upload/audit_controle_de_gestion.pdf
concour_e1c0id8836,Régie Autonome  de Distribution d'Eau et d'Electricité à TAZA,Ingénieur d'Etat,1,2017-08-25,2017-10-22,2017-07-24,http://emploi-public-files.ma/fichiers/upload/ingnieurdEtatenHydrauliqueouGnieCivilouEnvironnement.pdf|,-,-,-,Nom : إدريس لكحلTéléphone : 0660105457Email : d.lakhal@radeeta.ma,http://emploi-public-files.ma/fichiers/upload/ing_hyd_genie_civil.pdf
concour_e1c0id8835,Caisse de Dépôt et de Gestion -Pôle Prévoyance-,Analyste développeur SI (par contrat),3,2017-08-07,1000-10-10,2017-07-24,-,-,-,-,Nom : العبدلاويTéléphone : 0537718046Email : erh@cnra.ma,http://emploi-public-files.ma/fichiers/upload/AnnonceAnalystedveloppeurSI.pdf
concour_e1c0id8834,Atlas Multiservices,Cadre en Ressources Humaines (par contrat),2,2017-08-11,2017-08-30,2017-07-24,-,-,-,-,Nom : ATLASMULISERVICESTéléphone : 0522432040Email : contact@atlasmultiservices.com,http://emploi-public-files.ma/fichiers/upload/AnnonceCadreRH1.pdf|http://emploi-public-files.ma/fichiers/upload/AnnonceCadreRH3.pdf
concour_e1c0id8833,Atlas Multiservices,Agent Distraction à bord (par contrat),1,2017-08-10,2017-09-06,2017-07-21,-,-,-,-,Nom : ATLASMULISERVICESTéléphone : 0522432040Email : AMS_RESSOURCES@royalairmaroc.com,http://emploi-public-files.ma/fichiers/upload/Annonceagentdistractionbordjuillet2017.pdf
concour_e1c0id8832,Atlas Multiservices, Agent controle outsourcing (par contrat),2,2017-08-10,2017-09-11,2017-07-21,-,-,-,-,Nom : ATLASMULISERVICESTéléphone : 0522432040Email : contact@atlasmultiservices.com,http://emploi-public-files.ma/fichiers/upload/Annonceagentdecontroleoutsourcing1.pdf
concour_e1c0id8831,Atlas Multiservices,Agent transport (par contrat),2,2017-08-10,2017-09-27,2017-07-21,-,-,-,-,Nom : ATLASMULISERVICESTéléphone : 0522432040Email : contact@atlasmultiservices.com,http://emploi-public-files.ma/fichiers/upload/Annonceagentdetransportjuillet20171.pdf
concour_e1c0id8830,Office National De L'Electricité Et De L'Eau Potable -Branche Eau-,Ingénieur Hydraulique Génie rural,2,2017-08-30,1000-10-10,2017-07-21,-,-,-,-,Nom : يوسف المعضاديTéléphone : 0537667673Email : yelmaadadi@onee.ma,http://emploi-public-files.ma/fichiers/upload/Hydraulique4.pdf
concour_e1c0id8829,Office National De L'Electricité Et De L'Eau Potable -Branche Eau-,Ingénieur en Génie Civil,2,2017-08-30,1000-10-10,2017-07-21,-,-,-,-,Nom : يوسف المعضاديTéléphone : 0537667673Email : yelmaadadi@onee.ma,http://emploi-public-files.ma/fichiers/upload/GnieCivil6.pdf
concour_e1c0id8828,Atlas Multiservices,Agent de support maintenance (par contrat),14,2017-08-10,2017-09-04,2017-07-21,-,-,-,-,Nom : ATLASMULISERVICESTéléphone : 0522432040Email : contact@atlasmultiservices.com,http://emploi-public-files.ma/fichiers/upload/Annonce14agentsdesupportmaintenancejuillet2017.pdf
concour_e1c0id8827,Office National De L'Electricité Et De L'Eau Potable -Branche Eau-,Ingénieur en Electromécanique,2,2017-08-30,1000-10-10,2017-07-21,-,-,-,-,Nom : يوسف المعضاديTéléphone : 0537667673Email : yelmaadadi@onee.ma,http://emploi-public-files.ma/fichiers/upload/Elctromecanique.pdf
concour_e1c0id8826,Atlas Multiservices,Agent administratif (par contrat),3,2017-08-10,2017-09-18,2017-07-21,-,-,-,-,Nom : ATLASMULISERVICESTéléphone : 0522432040Email : AMS_RESSOURCES@royalairmaroc.com,http://emploi-public-files.ma/fichiers/upload/Annonceagentadministratifjuillet2017.pdf
concour_e1c0id8825,Office National De L'Electricité Et De L'Eau Potable -Branche Eau-,cadre commercial,2,2017-08-30,1000-10-10,2017-07-21,-,-,-,-,Nom : يوسف المعضاديTéléphone : 0537667673Email : yelmaadadi@onee.ma,http://emploi-public-files.ma/fichiers/upload/MAC.pdf
concour_e1c0id8824,Atlas Multiservices,comptable junior (par contrat),8,2017-08-10,2017-09-12,2017-07-21,-,-,-,-,Nom : ATLASMULISERVICESTéléphone : 0522432040Email : contact@atlasmultiservices.com,http://emploi-public-files.ma/fichiers/upload/Annoncecomptablejuniorjuillet2017.pdf
concour_e1c0id8823,Office National De L'Electricité Et De L'Eau Potable -Branche Eau-,cadre financier,2,2017-08-30,1000-10-10,2017-07-21,-,-,-,-,Nom : يوسف المعضاديTéléphone : 0537667673Email : yelmaadadi@onee.ma,http://emploi-public-files.ma/fichiers/upload/GFC1.pdf
concour_e1c0id8822,Autorité de Contrôle des Assurances et de la Prévoyance Sociale,Infographiste-Webdesigner,1,2017-08-05,1000-10-10,2017-07-21,-,-,-,-,Nom : زهير الشرقاويTéléphone : 0538060901Email : zouhair.cherkaoui@acaps.ma,http://emploi-public-files.ma/fichiers/upload/ACAPS_InfographisteWebdesigner.pdf
concour_e1c0id8821,Marsa Maroc,Assistant juridique,1,2017-08-07,2017-08-18,2017-07-20,http://emploi-public-files.ma/fichiers/upload/Listedescandidatsconvoqus24.pdf|,http://emploi-public-files.ma/fichiers/upload/Listedescandidatsconvoqusloral7.pdf|,http://emploi-public-files.ma/fichiers/upload/Resultatduconcours4.pdf|http://emploi-public-files.ma/fichiers/upload/Listedattente39.pdf|,-,Nom : Service RecrutementTéléphone : 0522232324Email : recrutement@marsamaroc.co.ma,http://emploi-public-files.ma/fichiers/upload/FICHEDECANDIDATUREdoc5.docx|http://emploi-public-files.ma/fichiers/upload/Avisdeconcours42.pdf
concour_e1c0id8820,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,Poste N°3: Qualification en Electricité ,4,2017-08-21,2017-09-24,2017-07-20,http://emploi-public-files.ma/fichiers/upload/poste32.pdf|,-,http://emploi-public-files.ma/fichiers/upload/affichagenivseccqpposte3.pdf|,-,Nom : MAFOA MANAGEMENTTéléphone : 0524448068Email : www.mafoamanagement.com,http://emploi-public-files.ma/fichiers/upload/Poste31.pdf
concour_e1c0id8819,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,Poste N°2: Diplôme de Technicien en Electricité ,8,2017-08-21,2017-09-24,2017-07-20,http://emploi-public-files.ma/fichiers/upload/poste28.pdf|,-,http://emploi-public-files.ma/fichiers/upload/affichagenivbactechnicienposte2.pdf|,-,Nom : MAFOA MANAGEMENTTéléphone : 0524448068Email : www.mafoamanagement.com,http://emploi-public-files.ma/fichiers/upload/Poste27.pdf
concour_e1c0id8818,Régie Autonome Intercommunale de Distribution d'Eau et d'Electricité de Fès,Poste N°1: Technicien spécialisé en Génie civil / Hydraulique / Bâtiments / travaux publics / Gros œuvres ou d’un diplôme équivalent,4,2017-08-21,2017-09-24,2017-07-20,http://emploi-public-files.ma/fichiers/upload/poste110.pdf|,-,-,-,Nom : MAFOA MANAGEMENTTéléphone : 0524448068Email : www.mafoamanagement.com,http://emploi-public-files.ma/fichiers/upload/Poste19.pdf
concour_e1c0id8814,Atlas Multiservices,Agent Réception (par contrat),2,2017-08-07,2017-08-22,2017-07-19,-,-,-,-,Nom : ATLASMULISERVICESTéléphone : 0522432040Email : AMS_RESSOURCES@royalairmaroc.com,http://emploi-public-files.ma/fichiers/upload/Annonce2agentsderceptionjuillet2017.pdf
concour_e1c0id8812,Holding d'Aménagement Al Omrane,Techniciens spécialisés en gébie civil,3,2017-08-04,1000-10-10,2017-07-18,-,-,-,-,Nom : إلهام أحسينةTéléphone : 0537569178Email : i.ahsina@alomrane.ma,http://emploi-public-files.ma/fichiers/upload/Annonce3TechniciensspcialissGnieCivilsaomarrakech.pdf
concour_e1c0id8811,Holding d'Aménagement Al Omrane,ingénieur génie civil,1,2017-08-04,1000-10-10,2017-07-18,-,-,-,-,Nom : إلهام أحسينةTéléphone : 0537569178Email : i.ahsina@alomrane.ma,http://emploi-public-files.ma/fichiers/upload/IngnieurGENIECIVIL3saomarrakech.pdf
concour_e1c0id8809,Atlas Multiservices,Agent Commercial a DAKHLA (par contrat),2,2017-08-07,2017-08-28,2017-07-17,-,-,-,-,Nom : ATLASMULISERVICESTéléphone : 0522432040Email : AMS_RESSOURCES@royalairmaroc.com,http://emploi-public-files.ma/fichiers/upload/Annonce2agentscommerciauxDAKHLAjul2017rr.pdf
concour_e1c0id8808,Caisse de Dépôt et de Gestion,Chargé de Projets immobiliers,1,2017-07-31,1000-10-10,2017-07-17,-,-,-,-,Téléphone : 0537669000Email : drh@cdg.ma,http://emploi-public-files.ma/fichiers/upload/ACEChargdeprojetsimmobiliers.pdf
concour_e1c0id8807,Caisse de Dépôt et de Gestion,Assistante,1,2017-07-31,1000-10-10,2017-07-17,-,-,-,-,Téléphone : 0537669000Email : drh@cdg.ma,http://emploi-public-files.ma/fichiers/upload/AssistanteCGCDG1.pdf
concour_e1c0id8806,Société Royale d'Encouragement du Cheval (SOREC),Journaliste Commentateur Sportif (par contrat),1,2017-07-31,1000-10-10,2017-07-17,-,-,-,-,Nom : وداد العفيرTéléphone : 0537271000Email : recrutement@sorec.ma,http://emploi-public-files.ma/fichiers/upload/Questionnairedecandidature124.doc|http://emploi-public-files.ma/fichiers/upload/AnnonceJCS2017PC01.pdf
concour_e1c0id8805,Maghreb Arabe Presse,Neuf (09) journalistes Bilingues Français/ Anglais (Echelle 11),9,2017-08-03,2017-09-24,2017-07-17,http://emploi-public-files.ma/fichiers/upload/liste9journalistesbilinguesecrit.pdf|,http://emploi-public-files.ma/fichiers/upload/listedesadmis9journalistes.pdf|,-,-,Nom : service formationTéléphone : 0537279400Email : recrutement@map.ma,http://emploi-public-files.ma/fichiers/upload/2AvisdejourbilinguesFranaisAnglais.pdf
concour_e1c0id8804,Maghreb Arabe Presse,Deux (02) Journalistes/Photographes (Echelle 11) postes basés à Rabat ou pôles régional,2,2017-08-03,2017-09-24,2017-07-17,http://emploi-public-files.ma/fichiers/upload/listede2journalistesphotographesEcrit.pdf|,http://emploi-public-files.ma/fichiers/upload/listedesadmisJournalistePhotographes.pdf|,-,-,Nom : service formationTéléphone : 0537279400Email : recrutement@map.ma,http://emploi-public-files.ma/fichiers/upload/2Avisdejournphotographes.pdf
concour_e1c0id8803,Holding d'Aménagement Al Omrane,Responsable du contentieux,1,2017-07-31,1000-10-10,2017-07-17,-,-,http://emploi-public-files.ma/fichiers/upload/RESULTATREPCONTENTEIUXHAO.pdf|,-,Nom : إلهام أحسينةTéléphone : 0537569178Email : i.ahsina@alomrane.ma,http://emploi-public-files.ma/fichiers/upload/ANNONCEPOSTECADREJURIDIQUEHolding.pdf
concour_e1c0id8802,Société Centrale de Réassurance,(Ingénieur Infrastructures IT (Senior (par contrat),1,2017-09-15,1000-10-10,2017-07-17,-,-,-,-,Nom : Asmaa BOUJARNIJATéléphone : 0522460400Email : aboujarnija@scrmaroc.com,http://emploi-public-files.ma/fichiers/upload/AvisdeRecrutementIngnieurInfrastructuresITSenior17072017.pdf
concour_e1c0id8801,Holding d'Aménagement Al Omrane,cadre juridique,1,2017-07-28,1000-10-10,2017-07-14,-,-,-,-,Nom : إلهام أحسينةTéléphone : 0537569178Email : i.ahsina@alomrane.ma,http://emploi-public-files.ma/fichiers/upload/Annoncecadrejuridiquebmellal.pdf
concour_e1c0id8800,Holding d'Aménagement Al Omrane,ingénieur génie civil ,1,2017-08-04,1000-10-10,2017-07-14,-,-,http://emploi-public-files.ma/fichiers/upload/RESULTATINGGCSAOFESGUERCIF.pdf|,-,Nom : إلهام أحسينةTéléphone : 0537569178Email : i.ahsina@alomrane.ma,http://emploi-public-files.ma/fichiers/upload/annoncederecrutementingenieurGniecivilsaoFsguercif.pdf
concour_e1c0id8794,Holding d'Aménagement Al Omrane,cadre technique,1,2017-07-31,1000-10-10,2017-07-14,-,-,-,-,Nom : إلهام أحسينةTéléphone : 0537569178Email : i.ahsina@alomrane.ma,http://emploi-public-files.ma/fichiers/upload/ANNONCECADREtechniqueHAO.pdf
concour_e1c0id8793,Holding d'Aménagement Al Omrane,technicien en maîtrise d'ouvrage déléguée,1,2017-07-31,1000-10-10,2017-07-14,-,-,-,-,Nom : إلهام أحسينةTéléphone : 0537569178Email : i.ahsina@alomrane.ma,http://emploi-public-files.ma/fichiers/upload/AnnonceTechnicienMODHAO.pdf
concour_e1c0id8787,Agence urbaine de Taza,Ingenieur topographe,1,2017-08-29,2017-09-14,2017-07-13,http://emploi-public-files.ma/fichiers/upload/topographe9.pdf|,http://emploi-public-files.ma/fichiers/upload/Listetopographe1.pdf|,http://emploi-public-files.ma/fichiers/upload/Resultattopo2.pdf|,-,Nom : خليفي عادلTéléphone : 0535285114Email : autat@menara.ma,http://emploi-public-files.ma/fichiers/upload/decision185.pdf
concour_e1c0id8786,Agence urbaine de Taza,Architecte,2,2017-08-29,2017-09-14,2017-07-13,http://emploi-public-files.ma/fichiers/upload/architecte41.pdf|,http://emploi-public-files.ma/fichiers/upload/Listearchitecte1.pdf|,http://emploi-public-files.ma/fichiers/upload/Resultatarchi.pdf|,-,Nom : خليفي عادلTéléphone : 0535285114Email : autat@menara.ma,http://emploi-public-files.ma/fichiers/upload/decision184.pdf
concour_e1c0id8782,Office National des chemins de fer ,Expert Projet Finance et Comptabilité,1,2017-07-26,1000-10-10,2017-07-11,-,-,-,-,Nom : بشاوي محمدTéléphone : 0537774747Email : bachaoui@oncf.ma,http://emploi-public-files.ma/fichiers/upload/PosteExpertProjetFinCompta.pdf
concour_e1c0id8781,Atlas On Line /groupe RAM,"Responsable controle de gestion , audit et planification (par contrat)",1,2017-07-25,1000-10-10,2017-07-11,-,-,-,-,Nom : Kassi ChahrazadeTéléphone : 0522489762Email : ckassi@atlasonline.ma,http://emploi-public-files.ma/fichiers/upload/CG13.pdf
concour_e1c0id8780,Maghreb Arabe Presse,Deux 02 Chargés de Production Audiovisuelle (Echelle 9)    production Audiovisuelle Echelle  ,2,2017-07-28,2017-08-18,2017-07-10,http://emploi-public-files.ma/fichiers/upload/listedescandidatsconvoqusproduction.pdf|,http://emploi-public-files.ma/fichiers/upload/listedesadmischargdeproduction.pdf|,-,-,Nom : service formationTéléphone : 0537279400Email : recrutement@map.ma,http://emploi-public-files.ma/fichiers/upload/2meavisdeconcoursproductionaudio.pdf
concour_e1c0id8779,Maghreb Arabe Presse,Un (01) Réalisateur TV (Echelle 10),1,1000-10-10,1000-10-10,2017-07-10,-,-,-,-,Nom : service formationTéléphone : 0537279400Email : recrutement@map.ma,http://emploi-public-files.ma/fichiers/upload/2meavisdeconcoursRalisateurTV.pdf
concour_e1c0id8778,Maghreb Arabe Presse,Un (01) Gestionnaire de Stock (Echelle 9) ,1,2017-07-28,2017-08-18,2017-07-10,http://emploi-public-files.ma/fichiers/upload/listedescandidatsconvoqusgestionnairestock.pdf|,-,-,-,Nom : service formationTéléphone : 0537279400Email : recrutement@map.ma,http://emploi-public-files.ma/fichiers/upload/avisdeconcoursgestionnairedestock.pdf
concour_e1c0id8777,Maghreb Arabe Presse,Un (01) Responsable de la sécurité (Master) (Echelle 11,1,1000-10-10,1000-10-10,2017-07-10,http://emploi-public-files.ma/fichiers/upload/AnnulationIngscuritMaster.pdf|,-,-,-,Nom : service formationTéléphone : 0537279400Email : recrutement@map.ma,http://emploi-public-files.ma/fichiers/upload/avisdeconcoursresponsabledelascuritMASTER.pdf
