 Id,            Emploi,            Autorité Gouvernementale,            Arrêté,            Date limite de dépot des candidatures,            Date de publication,            Pour plus d'informations,            Fichiers attachés
emploi_423,"Président de l'université Cadi Ayyad à Marrakech","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/Arrete_UCA_Marrakech_2014.pdf","2015-01-16","2014-12-05","Nom : Noureddine TouhamiTéléphone : 0672210325Email : touhami@enssup.gov.ma",-
emploi_422,"L'Inspecteur Général du MAPM (Département de l'Agriculture)","Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts","http://emploi-public-files.ma/fichiers/upload/ArrtIG.pdf","2014-12-19","2014-12-03","Téléphone : 0530103194Email : emplois_superieurs@agriculture.gov.ma",http://emploi-public-files.ma/fichiers/upload/AnnulationIG.pdf
emploi_421,"Directeur de l'Office Régional de Mise en Valeur Agricole du Haouz","Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts","http://emploi-public-files.ma/fichiers/upload/ArrtORMAVHaouz.pdf","2014-12-19","2014-12-03","Téléphone : 0530103194Email : emplois_superieurs@agriculture.gov.ma",-
emploi_420,"Président de l'université Mohammed Premier à Oujda","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/Arrete_UMP_Oujda.pdf","2015-01-09","2014-11-27","Nom : Noureddine TouhamiTéléphone : 0672210325Email : touhami@enssup.gov.ma",-
emploi_419,"Agence pour la Promotion et le Développement Economique et Social des Provinces du Sud du Royaume","Le chef du gouvernement","http://emploi-public-files.ma/fichiers/upload/Dcision_CG_AAC_APDS.pdf","2014-12-10","2014-11-27","Téléphone : ***Email : ***",-
emploi_418,"directeur du centre régional des métiers de l'éducation et  de la formation- Région Tadla Azilal                 (Prolongation)","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Education nationale et la Formation professionnelle","http://emploi-public-files.ma/fichiers/upload/arrtcandidaCMRFTA2.pdf","2014-12-22","2014-11-27","Nom : Lahcen AITKAIN Téléphone : 0537687233Email : lahcen.aitkain@men.gov.ma",http://emploi-public-files.ma/fichiers/upload/annoncecandidaDIRCMRFTA1.pdf|http://emploi-public-files.ma/fichiers/upload/162.pdf
emploi_417,"Directeur de la Marine Marchande","Ministère de l’Equiliement, du Transliort et de la Logistique","http://emploi-public-files.ma/fichiers/upload/Arrt_DMM1.pdf","2014-12-08","2014-11-24","Téléphone : 0537684175Email : SecGeneral@mtpnet.gov.ma",http://emploi-public-files.ma/fichiers/upload/FP_DMM.pdf|http://emploi-public-files.ma/fichiers/upload/MODEL_CV11.docx
emploi_416,"DIRECTEUR DES RESSOURCES HUMAINES","Ministère de la jeunesse et des sports","http://emploi-public-files.ma/fichiers/upload/DRH00011.pdf","2014-12-04","2014-11-21","Nom : رضا بدر الدينTéléphone : ********Email : badreddine.REDA@mjs.gov.ma",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1547.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier171.doc|http://emploi-public-files.ma/fichiers/upload/nomDuFichier1548.pdf
emploi_415,"Directeur Générale de la Société Nationale des Transports et de la Logistique","Ministère de l’Equiliement, du Transliort et de la Logistique","http://emploi-public-files.ma/fichiers/upload/ARRETE_SNTL.pdf","2014-11-25","2014-11-11","Téléphone : 0537684175Email : SecGeneral@mtpnet.gov.ma",http://emploi-public-files.ma/fichiers/upload/MODEL_CV.docx|http://emploi-public-files.ma/fichiers/upload/FP_SNTL.pdf
emploi_414,"Directeur des affaires de la migration","Ministère chargée des Marocains résidant à l’étranger et des affaires de la migration","http://emploi-public-files.ma/fichiers/upload/ACDAM.pdf","2014-11-24","2014-11-10","Nom : الكتابة الخاصة للسيد الوزيرTéléphone : 0537777204/0537777194Email : sec.mcmre@gmail.com",-
emploi_413,"Directeur des Affaires Juridiques","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1494.pdf","2014-12-01","2014-11-07","Nom : السيدة أمينة بوكتابTéléphone : 0537577200/01Email : bouktab@mhpv.gov.ma",http://emploi-public-files.ma/fichiers/upload/nomDuFichier170.doc
emploi_412,"Directeur de la Communication, de la Coopération et des Systèmes d'information","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1493.pdf","2014-12-01","2014-11-07","Nom : السيدة أمينة بوكتابTéléphone : 0537577200/01Email : bouktab@mhpv.gov.ma",http://emploi-public-files.ma/fichiers/upload/nomDuFichier169.doc
emploi_411,"Directeur des Ressources Humaines et des Affaires Financières et Générales","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1492.pdf","2014-12-01","2014-11-07","Nom : السيدة أمينة بوكتابTéléphone : 0537577200/01Email : bouktab@mhpv.gov.ma",http://emploi-public-files.ma/fichiers/upload/nomDuFichier168.doc
emploi_410,"Directeur de l'Habitat","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1491.pdf","2014-12-01","2014-11-07","Nom : السيدة أمينة بوكتابTéléphone : 0537577200/01Email : bouktab@mhpv.gov.ma",http://emploi-public-files.ma/fichiers/upload/nomDuFichier167.doc
emploi_409,"Directeur de la Politique de la Ville","Ministère de l’Aménagement du territoire national, de l’Urbanisme, de l’Habitat et de la Politique de la ville","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1490.pdf","2014-12-01","2014-11-07","Nom : السيدة أمينة بوكتابTéléphone : 0537577200/01Email : bouktab@mhpv.gov.ma",http://emploi-public-files.ma/fichiers/upload/nomDuFichier166.doc
emploi_407,"Directeur de l'Observatoire National pour le marché du travail","Ministère de l’Emploi et de l’Insertion Professionnelle","http://emploi-public-files.ma/fichiers/upload/ObservatoireArrete.pdf","2014-11-21","2014-11-07","Téléphone : 0537760525 Email : drh@emploi.gov.ma",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs6.docx
emploi_406,"Directeur de la Coopération Internationale et Partenariat","Ministère de l’Emploi et de l’Insertion Professionnelle","http://emploi-public-files.ma/fichiers/upload/DIRCoopArrete.pdf","2014-11-21","2014-11-07","Téléphone : 0537760525 Email : drh@emploi.gov.ma",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs5.docx
emploi_405,"Directeur de l'Agence Nationale de Promotion de l'Emploi et des Compétences","Ministère de l’Emploi et de l’Insertion Professionnelle","http://emploi-public-files.ma/fichiers/upload/anapecarrete2.pdf","2014-11-21","2014-11-07","Téléphone : 0537760525 Email : drh@emploi.gov.ma",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs4.docx
emploi_404,"Secrétaire Géneral","Ministère de la Culture et de la Communication","http://emploi-public-files.ma/fichiers/upload/dcisionIG2014.pdf","2014-11-17","2014-11-04","Téléphone : 0537678115Email : ministre@mincom.gov.ma",http://emploi-public-files.ma/fichiers/upload/ficheIG2014.pdf|http://emploi-public-files.ma/fichiers/upload/avisSG2014.pdf
emploi_403,"Directeur des Combustibles au Département de l'Energie et Mines","Ministère de l’Energie, des Mines et du Développement durable","http://emploi-public-files.ma/fichiers/upload/DC0001.pdf","2014-11-14","2014-10-29","Nom : Hasnae karroumTéléphone : 0641-99-39-09Email : h.karroum@mem.gov.ma",-
emploi_402,"Directeur des Mines et des Hydrocarbures","Ministère de l’Energie, des Mines et du Développement durable","http://emploi-public-files.ma/fichiers/upload/DMH00011.pdf","2014-11-13","2014-10-28","Nom : Mme  Hasnae – karroum Téléphone : 0641-99-39-09Email : h.karroum@mem.gov.ma",-
emploi_401,"Directeur des Energies Renouvelables et de l'Efficacité Energétique au Département de l'Energie et des Mines","Ministère de l’Energie, des Mines et du Développement durable","http://emploi-public-files.ma/fichiers/upload/EREE0001.pdf","2014-11-07","2014-10-21","Nom : Mme  Hasnae – karroumTéléphone : 0641-99-39-09Email : h.karroum@mem.gov.ma",-
emploi_400,"Directeur de la Géologie au Département de l'Energie et des Mines","Ministère de l’Energie, des Mines et du Développement durable","http://emploi-public-files.ma/fichiers/upload/geologie.pdf","2014-11-05","2014-10-21","Nom : Mme  Hasnae – karroum Téléphone : 0641-99-39-09Email : h.karroum@mem.gov.ma",-
emploi_399,"Directeur de la Direction des Resources, des Etudes et des Systèmes d'Information","Ministère chargé des relations avec le parlement et la société civile","http://emploi-public-files.ma/fichiers/upload/concours_dir_RH1.pdf","2014-11-03","2014-10-17","Nom : أوريس حسانTéléphone : 05.37.68.34.40Email : h.ourais@mcrpsc.gov.ma",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs6.pdf
emploi_398,"Directeur de la Stratégie, des Programmes et de la Coordination des Transports","Ministère de l’Equiliement, du Transliort et de la Logistique","http://emploi-public-files.ma/fichiers/upload/arrete_DSPCT.pdf","2014-10-27","2014-10-16","Téléphone : 0537684175Email : SecGeneral@mtpnet.gov.ma",http://emploi-public-files.ma/fichiers/upload/MODEL_CV1.docx|http://emploi-public-files.ma/fichiers/upload/FP_DSPCT.pdf
emploi_397,"Directeur  de la Promotion de l'economie sociale","Ministère de l’Industrie, de l’Investissement, du Commerce et de l’Economie numérique","http://emploi-public-files.ma/fichiers/upload/appel_cand_dpes_2014.pdf","2014-10-24","2014-10-10","Nom : OUADOUHA MOHAMMEDTéléphone : 0537276311Email : mouadouha@artesnet.gov.ma",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs36.doc
emploi_396,"directeur de direction développement social ","Ministère de la Famille, de la Solidarité, de l’Egalité et du Développement social","http://emploi-public-files.ma/fichiers/upload/prolongation_DDS.pdf","2014-10-31","2014-09-19","Nom : abdallah mehimdateTéléphone : 0665100040Email : abdallahmehimdate@gmail.com",http://emploi-public-files.ma/fichiers/upload/cv_dds.docx|http://emploi-public-files.ma/fichiers/upload/avis_dds.pdf
emploi_395,"Directeurs Instituts Superieurs des Professions Infirmieres et des Techniques de Santé","Ministère de la santé","http://emploi-public-files.ma/fichiers/upload/nomDuFichier1257.pdf","2014-10-15","2014-09-16","Nom : zniber adilTéléphone : 0667039179Email : zniber-adil@hotmail.com",-
emploi_394,"secrétaire général au ministère délégue chargé de l'eau","Ministère de l’Energie, des Mines et du Développement durable","http://emploi-public-files.ma/fichiers/upload/201440.pdf","2014-09-26","2014-09-09","Nom : فتاح امزيزTéléphone : 0537685800Email : see@water.gov.ma",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs35.doc
emploi_393,"Directeur de la formation des greffiers et Directeur des études, de la recherche et de la coopération","Ministère de la justice","http://emploi-public-files.ma/fichiers/upload/ismDec2014.pdf","2014-09-22","2014-09-05","Nom : الكتابة العامةTéléphone : 0537213637Email : drhjustice@gmail.com",http://emploi-public-files.ma/fichiers/upload/dir0.pdf|http://emploi-public-files.ma/fichiers/upload/ismpostes1.pdf
emploi_392,"Secrétaire général de l'Instititut Supérieur de la Magistrature","Ministère de la justice","http://emploi-public-files.ma/fichiers/upload/ismDec2014.pdf","2014-09-22","2014-09-05","Nom : الكتابة العامةTéléphone : 0537213637Email : drhjustice@gmail.com",http://emploi-public-files.ma/fichiers/upload/ismpostes.pdf|http://emploi-public-files.ma/fichiers/upload/sg0.pdf
emploi_391,"Directeur de la Surveillance et de la Prévention des Risques","Ministère de l’Energie, des Mines et du Développement durable","http://emploi-public-files.ma/fichiers/upload/_28.pdf","2014-09-23","2014-09-04","Nom : الكتابة الخاصة للوزيرةTéléphone : 0537570470Email : dehmani@environnement.gov.ma",http://emploi-public-files.ma/fichiers/upload/nomDuFichier1236.pdf|http://emploi-public-files.ma/fichiers/upload/_29.pdf
emploi_390,"Secretaire Général","Ministère de l’Energie, des Mines et du Développement durable","http://emploi-public-files.ma/fichiers/upload/_26.pdf","2014-09-23","2014-09-04","Nom : الكتابة الخاصة للوزيرةTéléphone : 0537570470Email : dehmani@environnement.gov.ma",http://emploi-public-files.ma/fichiers/upload/_27.pdf
emploi_389,"Directeur de direction de la femme (Prolongation)","Ministère de la Famille, de la Solidarité, de l’Egalité et du Développement social","http://emploi-public-files.ma/fichiers/upload/prolon_femme.pdf","2014-10-22","2014-09-01","Nom : abdallah mehimdateTéléphone : 0665100040Email : abdallahmehimdate@gmail.com",http://emploi-public-files.ma/fichiers/upload/avis_femme1.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier41.docx
emploi_388,"Directeur de Direction des ressources Humaines budget et des affaires général (Prolongation)","Ministère de la Famille, de la Solidarité, de l’Egalité et du Développement social","http://emploi-public-files.ma/fichiers/upload/prolon_drh.pdf","2014-10-15","2014-09-01","Nom : abdallah mehimdateTéléphone : 0665100040Email : abdallahmehimdate@gmail.com",http://emploi-public-files.ma/fichiers/upload/avis_budget1.pdf|http://emploi-public-files.ma/fichiers/upload/nomDuFichier42.docx
emploi_387,"Secrétaire général","Ministère de l’Emploi et de l’Insertion Professionnelle","http://emploi-public-files.ma/fichiers/upload/arreteSG.pdf","2014-09-15","2014-09-01","Nom : الكتابة الخاصة للسيد الوزيرTéléphone : 0537760521Email : drh@emploi.gov.ma",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs3.docx
emploi_386,"Directeur du Budget et de Contrôle","Ministère de la justice","http://emploi-public-files.ma/fichiers/upload/DirBudg.pdf","2014-09-11","2014-08-29","Nom : الكتابة العامةTéléphone : 0537213637Email : drhjustice@gmail.com",http://emploi-public-files.ma/fichiers/upload/cartedirBudg1.pdf
emploi_385,"Directeur de législaltion","Ministère de la justice","http://emploi-public-files.ma/fichiers/upload/DirLegis.pdf","2014-09-11","2014-08-29","Nom : الكتابة العامةTéléphone : 0537213637Email : drhjustice@gmail.com",http://emploi-public-files.ma/fichiers/upload/cartedirLegis1.pdf
emploi_384,"Direction de l'Equipement et du Patrimoine ","Ministère de la justice","http://emploi-public-files.ma/fichiers/upload/DirEquip.pdf","2014-09-11","2014-08-29","Nom : الكتابة العامةTéléphone : 0537213637Email : drhjustice@gmail.com",http://emploi-public-files.ma/fichiers/upload/cartedirEquip2.pdf
emploi_383,"Directeur des Transports Routiers et de la Sécurité Routière","Ministère de l’Equiliement, du Transliort et de la Logistique","http://emploi-public-files.ma/fichiers/upload/numrisation00109.pdf","2014-09-01","2014-08-13","Téléphone : 0537684175Email : SecGeneral@mtpnet.gov.ma",http://emploi-public-files.ma/fichiers/upload/Fiche_DTRSR.pdf|http://emploi-public-files.ma/fichiers/upload/candidature_DTRSR.pdf
emploi_382,"Président de l'université Hassan Premier - Settat","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/Arrete_UHP_Settat.pdf","2014-10-03","2014-08-07","Nom : Noureddine TouhamiTéléphone : 0672210325Email : touhami@enssup.gov.ma",-
emploi_381,"Président de l'université Abdelmalek Essaadi - Tétouan","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/Arrete_UAE_Tetouan.pdf","2014-10-03","2014-08-07","Nom : Noureddine TouhamiTéléphone : 0672210325Email : touhami@enssup.gov.ma",-
emploi_380,"Président de l'université Moulay Ismaïl - Meknès","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/Arrete_UMI_Meknes.pdf","2014-10-03","2014-08-07","Nom : Noureddine TouhamiTéléphone : 0672210325Email : touhami@enssup.gov.ma",-
emploi_379,"Doyen de la Faculté Polydisciplinaire - Nador","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/FST_AlHoceima_FPD_Nador1.pdf","2014-10-17","2014-08-04","Nom : Noureddine TouhamiTéléphone : 0672210325Email : touhami@enssup.gov.ma",-
emploi_378,"Doyen de la Faculté des Sciences et Techniques - Al Hoceima","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/FST_AlHoceima_FPD_Nador.pdf","2014-10-17","2014-08-04","Nom : Noureddine TouhamiTéléphone : 0672210325Email : touhami@enssup.gov.ma",-
emploi_377,"Doyen de la Faculté des Sciences et Techniques - Marrakech (Prolongation)","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/FSTdeMarrakech_ar.pdf","2014-09-26","2014-08-04","Nom : Noureddine TouhamiTéléphone : 0672210325Email : touhami@enssup.gov.ma",-
emploi_376,"Directeur des Ressources et des Systemes d'Information","Ministère de l’Industrie, de l’Investissement, du Commerce et de l’Economie numérique","http://emploi-public-files.ma/fichiers/upload/maess_dsi.pdf","2014-08-11","2014-07-24","Téléphone : 0537276311Email : mouadouha@artesnet.gov.ma",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs5.pdf
emploi_375,"Directeur des ressources humaines, financières et du système d'information","Ministère chargée des Marocains résidant à l’étranger et des affaires de la migration","http://emploi-public-files.ma/fichiers/upload/mra_drh.pdf","2014-08-04","2014-07-23","Nom : الكتابة الخاصة للسيد الوزيرTéléphone : 0537777204/0537777194Email : sec.mcmre@gmail.com",-
emploi_374,"Inspecteur Général","Ministère chargée des Marocains résidant à l’étranger et des affaires de la migration","http://emploi-public-files.ma/fichiers/upload/mra_dig.pdf","2014-08-04","2014-07-23","Nom : الكتابة الخاصة للسيد الوزيرTéléphone : 0537777204/0537777194Email : sec.mcmre@gmail.com",-
emploi_373,"Agence pour la Promotion le Développement Economique et Social des Prefectures des Provinces du Nord","Le chef du gouvernement","http://emploi-public-files.ma/fichiers/upload/AnnonceAgenceNord.pdf","2014-07-21","2014-07-08","Téléphone : ***Email : ***",-
emploi_372,"Doyen de la faculté des Sciences","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/nomDuFichier931.pdf","2014-09-12","2014-06-25","Téléphone : 0672210325Email : touhami.noureddine@gmail.com",-
emploi_371,"Directeur de l’Ecole Supérieure des Arts App – CASA","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/AnnoncesFRetAR.pdf","2014-08-08","2014-06-25","Téléphone : 0672210325Email : touhami.noureddine@gmail.com",-
emploi_370,"DIRECTEUR DE L’INSTITUT SUPERIEUR DES SCIENCES DE LA SANTE – Settat","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/Doc112.pdf","2014-08-08","2014-06-23","Téléphone : 0672210325Email : touhami.noureddine@gmail.com",-
emploi_369,"Doyen de la faculté des Lettres et des sciences humaines - Marrakech","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/FLSHMar.pdf","2014-08-08","2014-06-19","Téléphone : 0672210325Email : touhami.noureddine@gmail.com",-
emploi_368,"Doyen de la Faculté de Médecine et de Pharmacie - Marrakech","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/MdecineMarrakechar.pdf","2014-08-08","2014-06-19","Téléphone : 0672210325Email : touhami.noureddine@gmail.com",-
emploi_367,"Doyen de la Faculté Polydisciplinaire de Safi","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/FacultPolySafiar.pdf","2014-08-08","2014-06-19","Téléphone : 0672210325Email : touhami.noureddine@gmail.com",-
emploi_366,"Président Universtité Mohamed V, Rabat","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/Arrete_UM5_Rabat.pdf","2014-08-08","2014-06-19","Téléphone : 0672210325Email : touhami.noureddine@gmail.com",-
emploi_365,"Président Universtité Hassan, Casablanca","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Enseignement supérieur et de la Recherche scientifique","http://emploi-public-files.ma/fichiers/upload/Arrete_UH2_Casablanca.pdf","2014-08-08","2014-06-19","Téléphone : 0672210325Email : touhami.noureddine@gmail.com",-
emploi_364,"Directeur de la Préservation du Patrimoine de l’Innovation et de la Promotion ","Ministère de l’Industrie, de l’Investissement, du Commerce et de l’Economie numérique","http://emploi-public-files.ma/fichiers/upload/320148.pdf","2014-06-23","2014-06-09","Nom : محمد والضحىTéléphone : 0537276311Email : mouadouha@artesnet.gov.ma",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs_DFP1.pdf
emploi_363,"Directeur de la sratégie, de la programmation de la coopération ","Ministère de l’Industrie, de l’Investissement, du Commerce et de l’Economie numérique","http://emploi-public-files.ma/fichiers/upload/220141.pdf","2014-06-23","2014-06-09","Nom : محمد والضحىTéléphone : 0537276311Email : mouadouha@artesnet.gov.ma",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs_DFP2.pdf
emploi_362,"Directeur du Centre Régional d'Investissement de la région Marrakech-Tensift-Al Haouz","Ministère de l’intérieur","http://emploi-public-files.ma/fichiers/upload/Arrete_n33_AplCandidature_CRI_Marrakech.pdf","2014-06-20","2014-06-05","Téléphone : ***Email : candidatures-cri@interieur.gov.ma",-
emploi_361,"Directeur de l'Office Régional de Mise en Valeur Agricole du Tadla","Ministère de l’Agriculture, de la Pêche maritime, du développement rural et des eaux et forêts","http://emploi-public-files.ma/fichiers/upload/ORMVATadla.pdf","2014-06-17","2014-06-03","Téléphone : 0530103174Email : emplois_superieurs@agriculture.gov.ma",http://emploi-public-files.ma/fichiers/upload/FichePosteORMVATadla.pdf
emploi_360,"Inspecteur Général du Ministère de l'Equipement, du Transport et de la Logistique","Ministère de l’Equiliement, du Transliort et de la Logistique","http://emploi-public-files.ma/fichiers/upload/arrete20.pdf","2014-06-12","2014-06-02","Téléphone : 0538005300Email :  drh@mtpnet.gov.ma",http://emploi-public-files.ma/fichiers/upload/fiche_poste9.pdf|http://emploi-public-files.ma/fichiers/upload/candidature4.pdf
emploi_359,"Directeur Général de l’Aéronautique  Civile ","Ministère de l’Equiliement, du Transliort et de la Logistique","http://emploi-public-files.ma/fichiers/upload/Arrete19.pdf","2014-06-12","2014-06-02","Téléphone : 0538005300Email : drh@mtpnet.gov.ma",http://emploi-public-files.ma/fichiers/upload/nomDuFichier804.pdf|http://emploi-public-files.ma/fichiers/upload/candidature3.pdf
emploi_358,"Directeur du Centre Régional d'Investissement de la région Doukkala-Abda","Ministère de l’intérieur","http://emploi-public-files.ma/fichiers/upload/Arrete_MI_n31_27Mai2014_AAC_Dir_CRI_DoukkalaAbda.pdf","2014-06-13","2014-05-29","Téléphone : ***Email : candidatures-cri@interieur.gov.ma",-
emploi_357,"Directeur des Transports Routiers et de la Sécurité Routière","Ministère de l’Equiliement, du Transliort et de la Logistique","http://emploi-public-files.ma/fichiers/upload/Arrete_Final.pdf","2014-06-20","2014-05-22","Téléphone : 0538005300Email : drh@mtpnet.gov.ma",http://emploi-public-files.ma/fichiers/upload/Fichdeposte_Final.pdf|http://emploi-public-files.ma/fichiers/upload/arrete24.pdf|http://emploi-public-files.ma/fichiers/upload/DTRSR0001.pdf
emploi_356,"Directeur du Commerce et de la Distribution","Ministère de l’Industrie, de l’Investissement, du Commerce et de l’Economie numérique","http://emploi-public-files.ma/fichiers/upload/DECISIONAACDCD.pdf","2014-06-05","2014-05-22","Téléphone : 0537751630Email : hbadidi@mcinet.gov.ma",-
emploi_355,"Directeur des Ressources et des Systèmes d'Information","Ministère de l’Industrie, de l’Investissement, du Commerce et de l’Economie numérique","http://emploi-public-files.ma/fichiers/upload/DcisionAACDRSI.pdf","2014-06-05","2014-05-22","Téléphone : 0537751630Email : hbadidi@mcinet.gov.ma",-
emploi_354,"Directeur du Centre Régional d'Investissement de la région Tadla-Azilal","Ministère de l’intérieur","http://emploi-public-files.ma/fichiers/upload/Arrete29_du_20Mai2014_AplCandidature_CRITadlaAzilal.pdf","2014-06-06","2014-05-21","Téléphone : ***Email : candidatures-cri@interieur.gov.ma",-
emploi_352,"DIRECTEUR D'AGENCE HYDRAULIQUE DE LOUKOUS","Ministère de l’Energie, des Mines et du Développement durable","http://emploi-public-files.ma/fichiers/upload/201411.pdf","2014-06-03","2014-05-15","Nom : فتاح امزيزTéléphone : 0537685800Email : see@water.gov.ma",http://emploi-public-files.ma/fichiers/upload/nomDuFichier127.doc|http://emploi-public-files.ma/fichiers/upload/nomDuFichier750.pdf
emploi_351,"directeur des Affaires Administratives et Financieres","Ministère de l’Energie, des Mines et du Développement durable","http://emploi-public-files.ma/fichiers/upload/directeurDAAF.pdf","2014-05-30","2014-05-13","Nom : فتاح امزيزTéléphone : 0537685800Email : see@water.gov.ma",http://emploi-public-files.ma/fichiers/upload/nomDuFichier126.doc
emploi_350,"inspecteur general","Ministère de la jeunesse et des sports","http://emploi-public-files.ma/fichiers/upload/numrinspgeneral0001.pdf","2014-05-26","2014-05-12","Nom : ياسين اليوسفيTéléphone : 0537680911Email : y.yousfi@mjs.gov.ma",http://emploi-public-files.ma/fichiers/upload/Modele_normalise_emplois_superieurs32.doc
emploi_349,"directeur des équipements et de maintenance ","Ministère de la santé","http://emploi-public-files.ma/fichiers/upload/Numriser00000000000000000.pdf","2014-05-26","2014-05-09","Nom : Mme Saida BADDOUTéléphone : 0658534440Email : sou1012@hotmail.fr",http://emploi-public-files.ma/fichiers/upload/Numriser111.PDF
emploi_348,"Directeur du Centre Régional d'Investissement de la région Souss-Massa-Drâa","Ministère de l’intérieur","http://emploi-public-files.ma/fichiers/upload/ArreteN26_05Mai2014_AplCandidature_CRISoussMassaDraa.pdf","2014-05-23","2014-05-08","Téléphone : ***Email : candidatures-cri@interieur.gov.ma",-
emploi_347,"directeur du centre régional des métiers de l'éducation et  de la formation- Région Souss Massa Daraa  (Prolongation)","Ministère de l’Education nationale, de la Formation professionnelle, de l’Enseignement supérieur et de la Recherche scientifique - Education nationale et la Formation professionnelle","http://emploi-public-files.ma/fichiers/upload/arrtSMD.pdf","2014-05-26","2014-05-05","Nom : Lahcen AITKAIN Téléphone : lahcen.aitkain@men.gov.maEmail : 0537687233",http://emploi-public-files.ma/fichiers/upload/CalendrierEntretiensSousmassa.pdf
